PeakID (cmd=annotatePeaks.pl consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_739	X	383476	383665	+	0	NA	promoter-TSS (YJL033W)	protein_coding-promoter-TSS (YJL033W)	-267	YJL033W	YJL033W	YJL033W			HCA4			protein_coding
Interval_760	X	598370	598661	+	0	NA	promoter-TSS (YJR091C)	protein_coding-promoter-TSS (YJR091C)	-179	YJR091C	YJR091C	YJR091C			JSN1			protein_coding
Interval_426	V	287386	287644	+	0	NA	promoter-TSS (YER065C)	protein_coding-promoter-TSS (YER065C)	-601	YER065C	YER065C	YER065C			ICL1			protein_coding
Interval_1234	XV	825344	826350	+	0	NA	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	85	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
Interval_1297	XVI	338738	340880	+	0	NA	promoter-TSS (YPL111W)	protein_coding-promoter-TSS (YPL111W)	-135	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
Interval_1164	XV	69048	70317	+	0	NA	promoter-TSS (YOL133W)	protein_coding-promoter-TSS (YOL133W)	362	YOL135C	YOL135C	YOL135C			MED7			protein_coding
Interval_537	VII	323753	324138	+	0	NA	TTS (YGL097W)	protein_coding-TTS (YGL097W)	-1386	YGL096W	YGL096W	YGL096W			TOS8			protein_coding
Interval_358	IX	248690	249714	+	0	NA	promoter-TSS (YIL056W)	protein_coding-promoter-TSS (YIL056W)	352	tS(UGA)I	tS(UGA)I	tS(UGA)I			SUP17			tRNA
Interval_1250	XV	967917	968549	+	0	NA	promoter-TSS (YOR342C)	protein_coding-promoter-TSS (YOR342C)	241	YOR343C	YOR343C	YOR343C			YOR343C			protein_coding
Interval_856	XI	608327	608678	+	0	NA	promoter-TSS (YKR089C)	protein_coding-promoter-TSS (YKR089C)	-137	YKR089C	YKR089C	YKR089C			TGL4			protein_coding
Interval_1092	XIV	110496	110809	+	0	NA	promoter-TSS (YNL279W)	protein_coding-promoter-TSS (YNL279W)	-241	YNL280C	YNL280C	YNL280C			ERG24			protein_coding
Interval_24	I	210902	211178	+	0	NA	Intergenic	Intergenic	2673	YAR053W	YAR053W	YAR053W			YAR053W			protein_coding
Interval_867	XII	40390	40615	+	0	NA	promoter-TSS (YLL049W)	protein_coding-promoter-TSS (YLL049W)	-88	YLL050C	YLL050C	YLL050C			COF1			protein_coding
Interval_781	X	745007	745751	+	0	NA	promoter-TSS (YJR162C)	protein_coding-promoter-TSS (YJR162C)	-118	YJR162C	YJR162C	YJR162C			YJR162C			protein_coding
Interval_639	VIII	17342	18085	+	0	NA	exon (YHL041W, exon 1 of 1)	protein_coding-exon (YHL041W, exon 1 of 1)	321	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
Interval_206	IV	368696	369459	+	0	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-694	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
Interval_94	II	504470	504859	+	0	NA	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-190	YBR135W	YBR135W	YBR135W			CKS1			protein_coding
Interval_406	V	159353	159552	+	0	NA	promoter-TSS (YER003C)	protein_coding-promoter-TSS (YER003C)	-128	YER004W	YER004W	YER004W			FMP52			protein_coding
Interval_577	VII	625148	625609	+	0	NA	promoter-TSS (YGR067C)	protein_coding-promoter-TSS (YGR067C)	-592	YGR067C	YGR067C	YGR067C			YGR067C			protein_coding
Interval_1111	XIV	310076	310546	+	0	NA	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-254	YNL173C	YNL173C	YNL173C			MDG1			protein_coding
Interval_93	II	490470	491139	+	0	NA	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-46	YBR126W-A	YBR126W-A	YBR126W-A			YBR126W-A			protein_coding
Interval_439	V	362272	362642	+	0	NA	promoter-TSS (YER101C)	protein_coding-promoter-TSS (YER101C)	-643	YER102W	YER102W	YER102W			RPS8B			protein_coding
Interval_1303	XVI	411567	412309	+	0	NA	promoter-TSS (YPL075W)	protein_coding-promoter-TSS (YPL075W)	-316	YPL075W	YPL075W	YPL075W			GCR1			protein_coding
Interval_11	I	68035	68791	+	0	NA	promoter-TSS (YAL040C)	protein_coding-promoter-TSS (YAL040C)	-893	YAL040C	YAL040C	YAL040C			CLN3			protein_coding
Interval_47	II	191729	192276	+	0	NA	promoter-TSS (YBL016W)	protein_coding-promoter-TSS (YBL016W)	-419	YBL017C	YBL017C	YBL017C			PEP1			protein_coding
Interval_1356	XVI	840167	840992	+	0	NA	promoter-TSS (YPR156C)	protein_coding-promoter-TSS (YPR156C)	-687	YPR157W	YPR157W	YPR157W			TDA6			protein_coding
Interval_797	XI	108859	109304	+	0	NA	promoter-TSS (YKL180W)	protein_coding-promoter-TSS (YKL180W)	-188	YKL180W	YKL180W	YKL180W			RPL17A			protein_coding
Interval_983	XIII	91056	92081	+	0	NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-159	YML089C	YML089C	YML089C			YML089C			protein_coding
Interval_1108	XIV	281489	282086	+	0	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-608	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
Interval_660	VIII	227247	227446	+	0	NA	promoter-TSS (YHR064C)	protein_coding-promoter-TSS (YHR064C)	-205	YHR064C	YHR064C	YHR064C			SSZ1			protein_coding
Interval_569	VII	561605	561909	+	0	NA	promoter-TSS (tS(AGA)G)	tRNA-promoter-TSS (tS(AGA)G)	-14	tS(AGA)G	tS(AGA)G	tS(AGA)G			tS(AGA)G			tRNA
Interval_2	I	20735	21103	+	0	NA	promoter-TSS (YAL064W)	protein_coding-promoter-TSS (YAL064W)	-647	YAL064W	YAL064W	YAL064W			YAL064W			protein_coding
Interval_1331	XVI	666029	666228	+	0	NA	promoter-TSS (YPR050C)	protein_coding-promoter-TSS (YPR050C)	115	YPR053C	YPR053C	YPR053C			YPR053C			protein_coding
Interval_548	VII	404388	404676	+	0	NA	promoter-TSS (tR(UCU)G1)	tRNA-promoter-TSS (tR(UCU)G1)	845	YGL051W	YGL051W	YGL051W			MST27			protein_coding
Interval_489	VI	176712	176920	+	0	NA	promoter-TSS (YFR015C)	protein_coding-promoter-TSS (YFR015C)	-425	YFR015C	YFR015C	YFR015C			GSY1			protein_coding
Interval_1101	XIV	217309	217722	+	0	NA	promoter-TSS (YNL231C)	protein_coding-promoter-TSS (YNL231C)	-473	YNL231C	YNL231C	YNL231C			PDR16			protein_coding
Interval_71	II	356080	357041	+	0	NA	promoter-TSS (YBR058C)	protein_coding-promoter-TSS (YBR058C)	6	YBR058C-A	YBR058C-A	YBR058C-A			TSC3			protein_coding
Interval_157	III	279854	280077	+	0	NA	promoter-TSS (YCR092C)	protein_coding-promoter-TSS (YCR092C)	-145	YCR092C	YCR092C	YCR092C			MSH3			protein_coding
Interval_112	II	697444	698030	+	0	NA	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-435	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
Interval_1088	XIV	96134	96480	+	0	NA	promoter-TSS (tG(UCC)N)	tRNA-promoter-TSS (tG(UCC)N)	5	tG(UCC)N	tG(UCC)N	tG(UCC)N			SUF6			tRNA
Interval_1143	XIV	622521	622720	+	0	NA	promoter-TSS (YNL004W)	protein_coding-promoter-TSS (YNL004W)	-192	YNL005C	YNL005C	YNL005C			MRP7			protein_coding
Interval_811	XI	219787	220253	+	0	NA	promoter-TSS (YKL117W)	protein_coding-promoter-TSS (YKL117W)	125	tA(AGC)K1	tA(AGC)K1	tA(AGC)K1			tA(AGC)K1			tRNA
Interval_227	IV	538856	539698	+	0	NA	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-526	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
Interval_531	VII	287101	287596	+	0	NA	TTS (YGL118C)	protein_coding-TTS (YGL118C)	107	tW(CCA)G1	tW(CCA)G1	tW(CCA)G1			tW(CCA)G1			tRNA
Interval_152	III	227862	228918	+	0	NA	promoter-TSS (YCR063W)	protein_coding-promoter-TSS (YCR063W)	72	YCR063W	YCR063W	YCR063W			BUD31			protein_coding
Interval_123	III	24094	24836	+	0	NA	promoter-TSS (YCL057C-A)	protein_coding-promoter-TSS (YCL057C-A)	-140	YCL057C-A	YCL057C-A	YCL057C-A			MIC10			protein_coding
Interval_1129	XIV	498727	500892	+	0	NA	TTS (YNL067W-B)	protein_coding-TTS (YNL067W-B)	128	YNL067W	YNL067W	YNL067W			RPL9B			protein_coding
Interval_805	XI	163581	164908	+	0	NA	TTS (YKL151C)	protein_coding-TTS (YKL151C)	141	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
Interval_884	XII	241829	242182	+	0	NA	promoter-TSS (YLR047C)	protein_coding-promoter-TSS (YLR047C)	-227	YLR048W	YLR048W	YLR048W			RPS0B			protein_coding
Interval_610	VII	856493	857790	+	0	NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	350	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
Interval_889	XII	300488	300852	+	0	NA	promoter-TSS (YLR084C)	protein_coding-promoter-TSS (YLR084C)	-419	YLR084C	YLR084C	YLR084C			RAX2			protein_coding
Interval_65	II	332486	332781	+	0	NA	promoter-TSS (YBR048W)	protein_coding-promoter-TSS (YBR048W)	-198	YBR048W	YBR048W	YBR048W			RPS11B			protein_coding
Interval_412	V	221531	222610	+	0	NA	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	224	YER034W	YER034W	YER034W			YER034W			protein_coding
Interval_1181	XV	234187	235044	+	0	NA	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	269	snR81	snR81	snR81			snR81			snoRNA
Interval_640	VIII	34649	35082	+	0	NA	promoter-TSS (YHL034C)	protein_coding-promoter-TSS (YHL034C)	-788	YHL034C	YHL034C	YHL034C			SBP1			protein_coding
Interval_298	IV	1269530	1270422	+	0	NA	promoter-TSS (YDR399W)	protein_coding-promoter-TSS (YDR399W)	-92	YDR399W	YDR399W	YDR399W			HPT1			protein_coding
Interval_1360	XVI	870072	870281	+	0	NA	promoter-TSS (YPR163C)	protein_coding-promoter-TSS (YPR163C)	-221	YPR163C	YPR163C	YPR163C			TIF3			protein_coding
Interval_1261	XVI	22131	22865	+	0	NA	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-440	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
Interval_505	VII	10154	10482	+	0	NA	promoter-TSS (YGL258W)	protein_coding-promoter-TSS (YGL258W)	-792	YGL258W	YGL258W	YGL258W			VEL1			protein_coding
Interval_189	IV	221856	222287	+	0	NA	promoter-TSS (YDL133C-A)	protein_coding-promoter-TSS (YDL133C-A)	-270	YDL133C-A	YDL133C-A	YDL133C-A			RPL41B			protein_coding
Interval_972	XIII	5432	5713	+	0	NA	promoter-TSS (YML133C)	protein_coding-promoter-TSS (YML133C)	-888	YML133C	YML133C	YML133C			YML133C			protein_coding
Interval_740	X	391176	392269	+	0	NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	411	YJL028W	YJL028W	YJL028W			YJL028W			protein_coding
Interval_1182	XV	253639	254194	+	0	NA	promoter-TSS (YOL039W)	protein_coding-promoter-TSS (YOL039W)	-339	YOL040C	YOL040C	YOL040C			RPS15			protein_coding
Interval_851	XI	567271	567715	+	0	NA	promoter-TSS (YKR066C)	protein_coding-promoter-TSS (YKR066C)	-295	YKR066C	YKR066C	YKR066C			CCP1			protein_coding
Interval_561	VII	528374	528898	+	0	NA	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-628	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
Interval_1076	XIII	923623	924422	+	0	NA	promoter-TSS (YMR326C)	protein_coding-promoter-TSS (YMR326C)	-220	YMR326C	YMR326C	YMR326C			YMR326C			protein_coding
Interval_1292	XVI	296816	297570	+	0	NA	promoter-TSS (YPL135W)	protein_coding-promoter-TSS (YPL135W)	-360	YPL135W	YPL135W	YPL135W			ISU1			protein_coding
Interval_1286	XVI	214302	215435	+	0	NA	promoter-TSS (YPL177C)	protein_coding-promoter-TSS (YPL177C)	-906	YPL177C	YPL177C	YPL177C			CUP9			protein_coding
Interval_1012	XIII	296728	297082	+	0	NA	promoter-TSS (YMR013C)	protein_coding-promoter-TSS (YMR013C)	-167	YMR013C	YMR013C	YMR013C			SEC59			protein_coding
Interval_361	IX	258353	258739	+	0	NA	promoter-TSS (YIL050W)	protein_coding-promoter-TSS (YIL050W)	-266	YIL051C	YIL051C	YIL051C			MMF1			protein_coding
Interval_955	XII	897831	898201	+	0	NA	promoter-TSS (YLR387C)	protein_coding-promoter-TSS (YLR387C)	-344	YLR387C	YLR387C	YLR387C			REH1			protein_coding
Interval_1304	XVI	425084	426016	+	0	NA	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	297	YPL067C	YPL067C	YPL067C			YPL067C			protein_coding
Interval_675	VIII	401082	401320	+	0	NA	promoter-TSS (YHR151C)	protein_coding-promoter-TSS (YHR151C)	-233	YHR152W	YHR152W	YHR152W			SPO12			protein_coding
Interval_1209	XV	514321	515033	+	0	NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-399	YOR100C	YOR100C	YOR100C			CRC1			protein_coding
Interval_138	III	127429	127927	+	0	NA	promoter-TSS (YCR007C)	protein_coding-promoter-TSS (YCR007C)	-38	tN(GUU)C	tN(GUU)C	tN(GUU)C			tN(GUU)C			tRNA
Interval_192	IV	230760	230983	+	0	NA	promoter-TSS (YDL129W)	protein_coding-promoter-TSS (YDL129W)	-153	YDL129W	YDL129W	YDL129W			YDL129W			protein_coding
Interval_824	XI	333459	334076	+	0	NA	TTS (YKL056C)	protein_coding-TTS (YKL056C)	202	YKL057C	YKL057C	YKL057C			NUP120			protein_coding
Interval_1289	XVI	256961	257456	+	0	NA	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-441	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
Interval_1039	XIII	540054	540839	+	0	NA	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-390	YMR135C	YMR135C	YMR135C			GID8			protein_coding
Interval_939	XII	759029	759468	+	0	NA	promoter-TSS (YLR312C)	protein_coding-promoter-TSS (YLR312C)	-232	YLR312W-A	YLR312W-A	YLR312W-A			MRPL15			protein_coding
Interval_627	VII	1022018	1022253	+	0	NA	promoter-TSS (YGR264C)	protein_coding-promoter-TSS (YGR264C)	-282	YGR264C	YGR264C	YGR264C			MES1			protein_coding
Interval_1187	XV	301031	301266	+	0	NA	promoter-TSS (tP(UGG)O1)	tRNA-promoter-TSS (tP(UGG)O1)	51	tP(UGG)O1	tP(UGG)O1	tP(UGG)O1			tP(UGG)O1			tRNA
Interval_631	VII	1060008	1060260	+	0	NA	promoter-TSS (YGR283C)	protein_coding-promoter-TSS (YGR283C)	-94	YGR283C	YGR283C	YGR283C			YGR283C			protein_coding
Interval_10	I	62504	62703	+	0	NA	promoter-TSS (YAL041W)	protein_coding-promoter-TSS (YAL041W)	-237	YAL041W	YAL041W	YAL041W			CDC24			protein_coding
Interval_529	VII	277022	277556	+	0	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-328	YGL123W	YGL123W	YGL123W			RPS2			protein_coding
Interval_820	XI	308056	309111	+	0	NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-366	tV(AAC)K1	tV(AAC)K1	tV(AAC)K1			tV(AAC)K1			tRNA
Interval_1	I	1	650	+	0	NA	promoter-TSS (YAL068W-A)	protein_coding-promoter-TSS (YAL068W-A)	-10	YAL069W	YAL069W	YAL069W			YAL069W			protein_coding
Interval_1206	XV	494173	495101	+	0	NA	promoter-TSS (YOR092W)	protein_coding-promoter-TSS (YOR092W)	-490	YOR092W	YOR092W	YOR092W			ECM3			protein_coding
Interval_771	X	651329	651836	+	0	NA	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-319	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
Interval_651	VIII	134108	134448	+	0	NA	promoter-TSS (YHR015W)	protein_coding-promoter-TSS (YHR015W)	-43	tQ(UUG)H	tQ(UUG)H	tQ(UUG)H			tQ(UUG)H			tRNA
Interval_339	IX	106066	106321	+	0	NA	TTS (YIL129C)	protein_coding-TTS (YIL129C)	3411	YIL130W	YIL130W	YIL130W			ASG1			protein_coding
Interval_1109	XIV	289055	289254	+	0	NA	promoter-TSS (YNL186W)	protein_coding-promoter-TSS (YNL186W)	-344	YNL186W	YNL186W	YNL186W			UBP10			protein_coding
Interval_100	II	602228	602514	+	0	NA	promoter-TSS (YBR187W)	protein_coding-promoter-TSS (YBR187W)	-263	YBR187W	YBR187W	YBR187W			GDT1			protein_coding
Interval_685	VIII	512141	512438	+	0	NA	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-443	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
Interval_1281	XVI	172849	173159	+	0	NA	promoter-TSS (YPL198W)	protein_coding-promoter-TSS (YPL198W)	-148	YPL198W	YPL198W	YPL198W			RPL7B			protein_coding
Interval_571	VII	581748	581947	+	0	NA	promoter-TSS (YGR043C)	protein_coding-promoter-TSS (YGR043C)	-411	YGR043C	YGR043C	YGR043C			NQM1			protein_coding
Interval_1205	XV	487081	487945	+	0	NA	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	74	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
Interval_1347	XVI	769095	769299	+	0	NA	TTS (YPR118W)	protein_coding-TTS (YPR118W)	105	tK(UUU)P	tK(UUU)P	tK(UUU)P			tK(UUU)P			tRNA
Interval_750	X	517587	518115	+	0	NA	promoter-TSS (YJR043C)	protein_coding-promoter-TSS (YJR043C)	33	tM(CAU)J3	tM(CAU)J3	tM(CAU)J3			IMT3			tRNA
Interval_357	IX	241742	241984	+	0	NA	promoter-TSS (YIL064W)	protein_coding-promoter-TSS (YIL064W)	-80	YIL064W	YIL064W	YIL064W			EFM4			protein_coding
Interval_1259	XV	1084220	1084472	+	0	NA	promoter-TSS (YOR394C-A)	protein_coding-promoter-TSS (YOR394C-A)	23	YOR394C-A	YOR394C-A	YOR394C-A			YOR394C-A			protein_coding
Interval_3	I	29154	29973	+	0	NA	Intergenic	Intergenic	-1595	YAL063C	YAL063C	YAL063C			FLO9			protein_coding
Interval_536	VII	319712	320035	+	0	NA	promoter-TSS (tH(GUG)G2)	tRNA-promoter-TSS (tH(GUG)G2)	92	tH(GUG)G2	tH(GUG)G2	tH(GUG)G2			tH(GUG)G2			tRNA
Interval_833	XI	385094	385773	+	0	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-325	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
Interval_165	IV	42382	42604	+	0	NA	promoter-TSS (YDL230W)	protein_coding-promoter-TSS (YDL230W)	-207	YDL230W	YDL230W	YDL230W			PTP1			protein_coding
Interval_417	V	250219	250488	+	0	NA	promoter-TSS (YER048W-A)	protein_coding-promoter-TSS (YER048W-A)	67	tQ(UUG)E1	tQ(UUG)E1	tQ(UUG)E1			tQ(UUG)E1			tRNA
Interval_687	VIII	518569	518768	+	0	NA	promoter-TSS (YHR209W)	protein_coding-promoter-TSS (YHR209W)	-769	YHR209W	YHR209W	YHR209W			CRG1			protein_coding
Interval_849	XI	554747	554978	+	0	NA	promoter-TSS (YKR059W)	protein_coding-promoter-TSS (YKR059W)	-125	YKR059W	YKR059W	YKR059W			TIF1			protein_coding
Interval_1213	XV	586373	586639	+	0	NA	promoter-TSS (YOR138C)	protein_coding-promoter-TSS (YOR138C)	-182	YOR138C	YOR138C	YOR138C			RUP1			protein_coding
Interval_1159	XV	27501	28095	+	0	NA	TTS (YOL155C)	protein_coding-TTS (YOL155C)	714	YOL155W-A	YOL155W-A	YOL155W-A			YOL155W-A			protein_coding
Interval_591	VII	739049	739843	+	0	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	324	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
Interval_1362	XVI	882850	883618	+	0	NA	promoter-TSS (YPR169W-A)	protein_coding-promoter-TSS (YPR169W-A)	-5	YPR169W-A	YPR169W-A	YPR169W-A			YPR169W-A			protein_coding
Interval_888	XII	289437	289981	+	0	NA	promoter-TSS (YLR081W)	protein_coding-promoter-TSS (YLR081W)	-503	YLR081W	YLR081W	YLR081W			GAL2			protein_coding
Interval_554	VII	438241	438883	+	0	NA	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-529	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
Interval_52	II	221348	221558	+	0	NA	exon (YBL005W-A, exon 1 of 1)	protein_coding-exon (YBL005W-A, exon 1 of 1)	123	YBL005W-B	YBL005W-B	YBL005W-B			YBL005W-B			protein_coding
Interval_1201	XV	461656	462887	+	0	NA	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	480	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
Interval_367	IX	316314	316688	+	0	NA	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-267	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
Interval_454	V	469067	469439	+	0	NA	promoter-TSS (tV(AAC)E2)	tRNA-promoter-TSS (tV(AAC)E2)	-204	tV(AAC)E2	tV(AAC)E2	tV(AAC)E2			tV(AAC)E2			tRNA
Interval_116	II	738980	739783	+	0	NA	promoter-TSS (YBR267W)	protein_coding-promoter-TSS (YBR267W)	-460	YBR267W	YBR267W	YBR267W			REI1			protein_coding
Interval_565	VII	546258	547767	+	0	NA	promoter-TSS (YGR030C)	protein_coding-promoter-TSS (YGR030C)	288	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
Interval_247	IV	721598	722894	+	0	NA	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-765	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
Interval_1330	XVI	664674	665137	+	0	NA	promoter-TSS (YPR049C)	protein_coding-promoter-TSS (YPR049C)	-55	YPR051W	YPR051W	YPR051W			MAK3			protein_coding
Interval_1283	XVI	188614	189045	+	0	NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-316	YPL189C-A	YPL189C-A	YPL189C-A			COA2			protein_coding
Interval_37	II	89293	89893	+	0	NA	promoter-TSS (YBL071C-B)	protein_coding-promoter-TSS (YBL071C-B)	-37	YBL071C-B	YBL071C-B	YBL071C-B			YBL071C-B			protein_coding
Interval_742	X	413483	413715	+	0	NA	promoter-TSS (YJL012C)	protein_coding-promoter-TSS (YJL012C)	-200	YJL012C	YJL012C	YJL012C			VTC4			protein_coding
Interval_163	IV	19926	20477	+	0	NA	promoter-TSS (YDL241W)	protein_coding-promoter-TSS (YDL241W)	-434	YDL241W	YDL241W	YDL241W			YDL241W			protein_coding
Interval_749	X	471740	471939	+	0	NA	promoter-TSS (YJR024C)	protein_coding-promoter-TSS (YJR024C)	-168	YJR025C	YJR025C	YJR025C			BNA1			protein_coding
Interval_1284	XVI	202860	203240	+	0	NA	promoter-TSS (YPL181W)	protein_coding-promoter-TSS (YPL181W)	-371	YPL181W	YPL181W	YPL181W			CTI6			protein_coding
Interval_1278	XVI	135325	135731	+	0	NA	promoter-TSS (YPL220W)	protein_coding-promoter-TSS (YPL220W)	-262	YPL220W	YPL220W	YPL220W			RPL1A			protein_coding
Interval_728	X	291159	291511	+	0	NA	promoter-TSS (YJL079C)	protein_coding-promoter-TSS (YJL079C)	-561	YJL079C	YJL079C	YJL079C			PRY1			protein_coding
Interval_110	II	679943	681183	+	0	NA	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	201	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
Interval_304	IV	1345314	1345603	+	0	NA	promoter-TSS (YDR441C)	protein_coding-promoter-TSS (YDR441C)	-189	YDR442W	YDR442W	YDR442W			YDR442W			protein_coding
Interval_1337	XVI	695126	695591	+	0	NA	promoter-TSS (YPR074C)	protein_coding-promoter-TSS (YPR074C)	340	YPR074W-A	YPR074W-A	YPR074W-A			YPR074W-A			protein_coding
Interval_111	II	681909	682114	+	0	NA	promoter-TSS (LSR1)	snRNA-promoter-TSS (LSR1)	-149	LSR1	LSR1	LSR1			LSR1			snRNA
Interval_511	VII	93725	95626	+	0	NA	TTS (YGL210W)	protein_coding-TTS (YGL210W)	883	YGL210W	YGL210W	YGL210W			YPT32			protein_coding
Interval_232	IV	562660	563125	+	0	NA	promoter-TSS (YDR054C)	protein_coding-promoter-TSS (YDR054C)	-565	YDR054C	YDR054C	YDR054C			CDC34			protein_coding
Interval_865	XII	28816	29015	+	0	NA	promoter-TSS (YLL056C)	protein_coding-promoter-TSS (YLL056C)	-610	YLL056C	YLL056C	YLL056C			YLL056C			protein_coding
Interval_896	XII	377261	377460	+	0	NA	promoter-TSS (YLR114C)	protein_coding-promoter-TSS (YLR114C)	-122	YLR114C	YLR114C	YLR114C			AVL9			protein_coding
Interval_331	IX	36578	37177	+	0	NA	promoter-TSS (YIL162W)	protein_coding-promoter-TSS (YIL162W)	375	YIL163C	YIL163C	YIL163C			YIL163C			protein_coding
Interval_582	VII	661711	662083	+	0	NA	promoter-TSS (YGR090W)	protein_coding-promoter-TSS (YGR090W)	148	tT(UGU)G1	tT(UGU)G1	tT(UGU)G1			tT(UGU)G1			tRNA
Interval_370	IX	332657	333546	+	0	NA	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	90	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
Interval_916	XII	543380	543622	+	0	NA	promoter-TSS (YLR195C)	protein_coding-promoter-TSS (YLR195C)	-197	YLR195C	YLR195C	YLR195C			NMT1			protein_coding
Interval_129	III	63513	63725	+	0	NA	promoter-TSS (YCL033C)	protein_coding-promoter-TSS (YCL033C)	178	YCL032W	YCL032W	YCL032W			STE50			protein_coding
Interval_1214	XV	592605	592882	+	0	NA	promoter-TSS (YOR141C)	protein_coding-promoter-TSS (YOR141C)	-156	YOR141C	YOR141C	YOR141C			ARP8			protein_coding
Interval_775	X	690588	690882	+	0	NA	promoter-TSS (YJR139C)	protein_coding-promoter-TSS (YJR139C)	-211	YJR139C	YJR139C	YJR139C			HOM6			protein_coding
Interval_1306	XVI	450818	451450	+	0	NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-757	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
Interval_744	X	421633	421832	+	0	NA	promoter-TSS (YJL008C)	protein_coding-promoter-TSS (YJL008C)	-69	YJL008C	YJL008C	YJL008C			CCT8			protein_coding
Interval_683	VIII	497013	499016	+	0	NA	promoter-TSS (YHR198C)	protein_coding-promoter-TSS (YHR198C)	408	YHR199C	YHR199C	YHR199C			AIM46			protein_coding
Interval_1078	XIV	19203	19455	+	0	NA	promoter-TSS (YNL330C)	protein_coding-promoter-TSS (YNL330C)	-27	YNL330C	YNL330C	YNL330C			RPD3			protein_coding
