PeakID (cmd=annotatePeaks.pl consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1827	XVI	475483	476070	+	0	NA	promoter-TSS (YPL041C)	protein_coding-promoter-TSS (YPL041C)	-35	YPL041C	YPL041C	YPL041C			YPL041C			protein_coding
Interval_1698	XV	692156	692410	+	0	NA	promoter-TSS (YOR191W)	protein_coding-promoter-TSS (YOR191W)	-192	YOR191W	YOR191W	YOR191W			ULS1			protein_coding
Interval_830	VII	913185	915314	+	0	NA	promoter-TSS (YGR211W)	protein_coding-promoter-TSS (YGR211W)	489	YGR210C	YGR210C	YGR210C			YGR210C			protein_coding
Interval_619	V	408804	409612	+	0	NA	promoter-TSS (YER124C)	protein_coding-promoter-TSS (YER124C)	-145	YER124C	YER124C	YER124C			DSE1			protein_coding
Interval_494	IX	169660	170178	+	0	NA	promoter-TSS (YIL105C)	protein_coding-promoter-TSS (YIL105C)	-278	YIL105C	YIL105C	YIL105C			SLM1			protein_coding
Interval_200	III	216128	216722	+	0	NA	promoter-TSS (YCR053W)	protein_coding-promoter-TSS (YCR053W)	-272	YCR053W	YCR053W	YCR053W			THR4			protein_coding
Interval_390	IV	1075173	1075554	+	0	NA	promoter-TSS (YDR306C)	protein_coding-promoter-TSS (YDR306C)	181	tV(CAC)D	tV(CAC)D	tV(CAC)D			tV(CAC)D			tRNA
Interval_433	IV	1294527	1294926	+	0	NA	promoter-TSS (YDR411C)	protein_coding-promoter-TSS (YDR411C)	33	YDR412W	YDR412W	YDR412W			RRP17			protein_coding
Interval_715	VII	185725	185953	+	0	NA	promoter-TSS (YGL169W)	protein_coding-promoter-TSS (YGL169W)	-53	tK(CUU)G2	tK(CUU)G2	tK(CUU)G2			tK(CUU)G2			tRNA
Interval_1434	XIII	742881	743065	+	0	NA	promoter-TSS (YMR235C)	protein_coding-promoter-TSS (YMR235C)	2	YMR236W	YMR236W	YMR236W			TAF9			protein_coding
Interval_1508	XIV	281427	282058	+	0	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-653	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
Interval_805	VII	785354	786046	+	0	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-263	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
Interval_1389	XIII	420205	420729	+	0	NA	promoter-TSS (YMR076C)	protein_coding-promoter-TSS (YMR076C)	194	tV(AAC)M2	tV(AAC)M2	tV(AAC)M2			tV(AAC)M2			tRNA
Interval_827	VII	892151	892396	+	0	NA	promoter-TSS (YGR196C)	protein_coding-promoter-TSS (YGR196C)	-87	YGR196C	YGR196C	YGR196C			FYV8			protein_coding
Interval_783	VII	640488	640800	+	0	NA	promoter-TSS (YGR078C)	protein_coding-promoter-TSS (YGR078C)	-76	YGR079W	YGR079W	YGR079W			YGR079W			protein_coding
Interval_872	VIII	85230	85445	+	0	NA	promoter-TSS (YHL009C)	protein_coding-promoter-TSS (YHL009C)	34	tV(AAC)H	tV(AAC)H	tV(AAC)H			tV(AAC)H			tRNA
Interval_584	V	225293	225727	+	0	NA	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-311	YER036C	YER036C	YER036C			ARB1			protein_coding
Interval_501	IX	214968	216622	+	0	NA	promoter-TSS (YIL076W)	protein_coding-promoter-TSS (YIL076W)	158	YIL077C	YIL077C	YIL077C			YIL077C			protein_coding
Interval_454	IV	1434391	1434723	+	0	NA	promoter-TSS (YDR490C)	protein_coding-promoter-TSS (YDR490C)	-289	YDR490C	YDR490C	YDR490C			PKH1			protein_coding
Interval_1413	XIII	589601	589814	+	0	NA	promoter-TSS (YMR164C)	protein_coding-promoter-TSS (YMR164C)	-157	YMR164C	YMR164C	YMR164C			MSS11			protein_coding
Interval_759	VII	471965	472938	+	0	NA	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-153	YGL013C	YGL013C	YGL013C			PDR1			protein_coding
Interval_643	V	560509	560770	+	0	NA	TTS (YER185W)	protein_coding-TTS (YER185W)	1185	YER185W	YER185W	YER185W			PUG1			protein_coding
Interval_1707	XV	772288	772505	+	0	NA	promoter-TSS (YOR231W)	protein_coding-promoter-TSS (YOR231W)	-205	YOR231W	YOR231W	YOR231W			MKK1			protein_coding
Interval_874	VIII	102142	102569	+	0	NA	promoter-TSS (YHL002W)	protein_coding-promoter-TSS (YHL002W)	-257	YHL002W	YHL002W	YHL002W			HSE1			protein_coding
Interval_1467	XIII	914895	915754	+	0	NA	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-786	YMR319C	YMR319C	YMR319C			FET4			protein_coding
Interval_1463	XIII	901205	901659	+	0	NA	promoter-TSS (YMR313C)	protein_coding-promoter-TSS (YMR313C)	-125	YMR313C	YMR313C	YMR313C			TGL3			protein_coding
Interval_1405	XIII	517501	517700	+	0	NA	promoter-TSS (YMR125W)	protein_coding-promoter-TSS (YMR125W)	61	YMR125W	YMR125W	YMR125W			STO1			protein_coding
Interval_99	II	381416	381678	+	0	NA	promoter-TSS (YBR072W)	protein_coding-promoter-TSS (YBR072W)	-483	YBR072W	YBR072W	YBR072W			HSP26			protein_coding
Interval_245	IV	167411	167628	+	0	NA	promoter-TSS (YDL161W)	protein_coding-promoter-TSS (YDL161W)	-195	YDL161W	YDL161W	YDL161W			ENT1			protein_coding
Interval_1105	XI	207731	207948	+	0	NA	promoter-TSS (YKL125W)	protein_coding-promoter-TSS (YKL125W)	-408	YKL125W	YKL125W	YKL125W			RRN3			protein_coding
Interval_1225	XII	406754	407217	+	0	NA	promoter-TSS (YLR131C)	protein_coding-promoter-TSS (YLR131C)	-163	YLR131C	YLR131C	YLR131C			ACE2			protein_coding
Interval_1762	XVI	55888	56517	+	0	NA	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	72	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
Interval_1795	XVI	259348	259605	+	0	NA	promoter-TSS (YPL155C)	protein_coding-promoter-TSS (YPL155C)	-140	YPL155C	YPL155C	YPL155C			KIP2			protein_coding
Interval_322	IV	619881	620118	+	0	NA	promoter-TSS (YDR088C)	protein_coding-promoter-TSS (YDR088C)	42	tR(ACG)D	tR(ACG)D	tR(ACG)D			tR(ACG)D			tRNA
Interval_455	IV	1445540	1446102	+	0	NA	promoter-TSS (YDR497C)	protein_coding-promoter-TSS (YDR497C)	-354	YDR497C	YDR497C	YDR497C			ITR1			protein_coding
Interval_82	II	297967	298143	+	0	NA	promoter-TSS (YBR029C)	protein_coding-promoter-TSS (YBR029C)	-237	YBR030W	YBR030W	YBR030W			RKM3			protein_coding
Interval_1069	XI	25849	26231	+	0	NA	TTS (YKL215C)	protein_coding-TTS (YKL215C)	825	YKL216W	YKL216W	YKL216W			URA1			protein_coding
Interval_311	IV	556531	557112	+	0	NA	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-349	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
Interval_463	IV	1489672	1491206	+	0	NA	promoter-TSS (YDR524C-A)	protein_coding-promoter-TSS (YDR524C-A)	-157	YDR525W-A	YDR525W-A	YDR525W-A			SNA2			protein_coding
Interval_280	IV	393661	394064	+	0	NA	promoter-TSS (YDL031W)	protein_coding-promoter-TSS (YDL031W)	50	YDL033C	YDL033C	YDL033C			SLM3			protein_coding
Interval_773	VII	560008	560471	+	0	NA	promoter-TSS (YGR037C)	protein_coding-promoter-TSS (YGR037C)	-245	YGR037C	YGR037C	YGR037C			ACB1			protein_coding
Interval_75	II	269692	270253	+	0	NA	promoter-TSS (YBR015C)	protein_coding-promoter-TSS (YBR015C)	-275	YBR016W	YBR016W	YBR016W			YBR016W			protein_coding
Interval_154	II	722731	723084	+	0	NA	promoter-TSS (YBR253W)	protein_coding-promoter-TSS (YBR253W)	296	YBR252W	YBR252W	YBR252W			DUT1			protein_coding
Interval_671	VI	191181	192219	+	0	NA	promoter-TSS (tS(GCU)F)	tRNA-promoter-TSS (tS(GCU)F)	-87	tS(GCU)F	tS(GCU)F	tS(GCU)F			tS(GCU)F			tRNA
Interval_134	II	592752	593137	+	0	NA	promoter-TSS (YBR181C)	protein_coding-promoter-TSS (YBR181C)	-170	YBR181C	YBR181C	YBR181C			RPS6B			protein_coding
Interval_215	IV	1	812	+	0	NA	Intergenic	Intergenic	-1396	YDL248W	YDL248W	YDL248W			COS7			protein_coding
Interval_1482	XIV	87070	87700	+	0	NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-512	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
Interval_668	VI	162212	162574	+	0	NA	promoter-TSS (YFR009W)	protein_coding-promoter-TSS (YFR009W)	-95	YFR009W	YFR009W	YFR009W			GCN20			protein_coding
Interval_1709	XV	781508	781744	+	0	NA	promoter-TSS (YOR237W)	protein_coding-promoter-TSS (YOR237W)	-368	YOR237W	YOR237W	YOR237W			HES1			protein_coding
Interval_966	X	119786	120374	+	0	NA	promoter-TSS (YJL159W)	protein_coding-promoter-TSS (YJL159W)	-369	YJL159W	YJL159W	YJL159W			HSP150			protein_coding
Interval_324	IV	626144	626343	+	0	NA	promoter-TSS (YDR090C)	protein_coding-promoter-TSS (YDR090C)	-245	YDR090C	YDR090C	YDR090C			YDR090C			protein_coding
Interval_640	V	551073	551438	+	0	NA	promoter-TSS (YER180C)	protein_coding-promoter-TSS (YER180C)	103	tI(AAU)E2	tI(AAU)E2	tI(AAU)E2			tI(AAU)E2			tRNA
Interval_1867	XVI	729646	729845	+	0	NA	promoter-TSS (YPR098C)	protein_coding-promoter-TSS (YPR098C)	-46	YPR100W	YPR100W	YPR100W			MRPL51			protein_coding
Interval_695	VII	55537	56506	+	0	NA	promoter-TSS (YGL234W)	protein_coding-promoter-TSS (YGL234W)	-225	YGL236C	YGL236C	YGL236C			MTO1			protein_coding
Interval_1536	XIV	444361	444715	+	0	NA	promoter-TSS (YNL096C)	protein_coding-promoter-TSS (YNL096C)	-223	YNL096C	YNL096C	YNL096C			RPS7B			protein_coding
Interval_98	II	378620	379231	+	0	NA	promoter-TSS (YBR069C)	protein_coding-promoter-TSS (YBR069C)	-492	YBR069C	YBR069C	YBR069C			TAT1			protein_coding
Interval_345	IV	807935	808552	+	0	NA	promoter-TSS (YDR172W)	protein_coding-promoter-TSS (YDR172W)	-81	YDR172W	YDR172W	YDR172W			SUP35			protein_coding
Interval_234	IV	104550	104869	+	0	NA	promoter-TSS (YDL198C)	protein_coding-promoter-TSS (YDL198C)	-158	YDL198C	YDL198C	YDL198C			GGC1			protein_coding
Interval_1597	XV	33432	34295	+	0	NA	promoter-TSS (YOL154W)	protein_coding-promoter-TSS (YOL154W)	-795	YOL154W	YOL154W	YOL154W			ZPS1			protein_coding
Interval_1303	XII	914766	914991	+	0	NA	promoter-TSS (YLR397C)	protein_coding-promoter-TSS (YLR397C)	14	YLR397C	YLR397C	YLR397C			AFG2			protein_coding
Interval_1794	XVI	256945	257476	+	0	NA	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-443	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
Interval_1143	XI	462758	463883	+	0	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-624	YKR011C	YKR011C	YKR011C			YKR011C			protein_coding
Interval_1846	XVI	593892	594266	+	0	NA	promoter-TSS (YPR017C)	protein_coding-promoter-TSS (YPR017C)	-162	YPR017C	YPR017C	YPR017C			DSS4			protein_coding
Interval_687	VII	10092	10531	+	0	NA	promoter-TSS (YGL258W)	protein_coding-promoter-TSS (YGL258W)	-799	YGL258W	YGL258W	YGL258W			VEL1			protein_coding
Interval_1021	X	465744	466798	+	0	NA	promoter-TSS (YJR016C)	protein_coding-promoter-TSS (YJR016C)	-63	YJR016C	YJR016C	YJR016C			ILV3			protein_coding
Interval_1453	XIII	851617	852531	+	0	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-483	YMR290C	YMR290C	YMR290C			HAS1			protein_coding
Interval_56	II	159604	160135	+	0	NA	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-176	YBL033C	YBL033C	YBL033C			RIB1			protein_coding
Interval_1074	XI	67765	69771	+	0	NA	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	-1302	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
Interval_1387	XIII	407632	408884	+	0	NA	promoter-TSS (YMR070W)	protein_coding-promoter-TSS (YMR070W)	549	YMR069W	YMR069W	YMR069W			NAT4			protein_coding
Interval_327	IV	643806	644043	+	0	NA	promoter-TSS (YDR097C)	protein_coding-promoter-TSS (YDR097C)	-87	YDR097C	YDR097C	YDR097C			MSH6			protein_coding
Interval_840	VII	962032	962258	+	0	NA	promoter-TSS (YGR235C)	protein_coding-promoter-TSS (YGR235C)	-84	YGR235C	YGR235C	YGR235C			MIC26			protein_coding
Interval_800	VII	756439	757660	+	0	NA	promoter-TSS (YGR132C)	protein_coding-promoter-TSS (YGR132C)	153	YGR133W	YGR133W	YGR133W			PEX4			protein_coding
Interval_440	IV	1337549	1338006	+	0	NA	promoter-TSS (YDR438W)	protein_coding-promoter-TSS (YDR438W)	425	YDR437W	YDR437W	YDR437W			GPI19			protein_coding
Interval_1548	XIV	502787	503530	+	0	NA	promoter-TSS (YNL065W)	protein_coding-promoter-TSS (YNL065W)	-566	YNL065W	YNL065W	YNL065W			AQR1			protein_coding
Interval_977	X	189472	189694	+	0	NA	promoter-TSS (YJL122W)	protein_coding-promoter-TSS (YJL122W)	-133	YJL122W	YJL122W	YJL122W			ALB1			protein_coding
Interval_274	IV	356945	358207	+	0	NA	promoter-TSS (YDL055C)	protein_coding-promoter-TSS (YDL055C)	-817	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
Interval_904	VIII	255967	256209	+	0	NA	promoter-TSS (YHR077C)	protein_coding-promoter-TSS (YHR077C)	-272	YHR078W	YHR078W	YHR078W			YHR078W			protein_coding
Interval_733	VII	311613	312396	+	0	NA	promoter-TSS (YGL101W)	protein_coding-promoter-TSS (YGL101W)	-71	YGL102C	YGL102C	YGL102C			YGL102C			protein_coding
Interval_1722	XV	881875	882550	+	0	NA	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-553	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
Interval_1624	XV	231922	232749	+	0	NA	promoter-TSS (YOL052C-A)	protein_coding-promoter-TSS (YOL052C-A)	-580	YOL052C-A	YOL052C-A	YOL052C-A			DDR2			protein_coding
Interval_1637	XV	304119	305198	+	0	NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-675	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
Interval_771	VII	555149	555730	+	0	NA	promoter-TSS (YGR033C)	protein_coding-promoter-TSS (YGR033C)	-373	YGR034W	YGR034W	YGR034W			RPL26B			protein_coding
Interval_1500	XIV	217301	217751	+	0	NA	promoter-TSS (YNL231C)	protein_coding-promoter-TSS (YNL231C)	-484	YNL231C	YNL231C	YNL231C			PDR16			protein_coding
Interval_1044	X	603896	604383	+	0	NA	promoter-TSS (YJR093C)	protein_coding-promoter-TSS (YJR093C)	64	YJR093C	YJR093C	YJR093C			FIP1			protein_coding
Interval_1399	XIII	477708	478902	+	0	NA	promoter-TSS (YMR105C)	protein_coding-promoter-TSS (YMR105C)	241	YMR105W-A	YMR105W-A	YMR105W-A			YMR105W-A			protein_coding
Interval_122	II	504423	504869	+	0	NA	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-208	YBR135W	YBR135W	YBR135W			CKS1			protein_coding
Interval_1175	XII	21976	23539	+	0	NA	promoter-TSS (YLL058W)	protein_coding-promoter-TSS (YLL058W)	223	YLL059C	YLL059C	YLL059C			YLL059C			protein_coding
Interval_1355	XIII	236207	236563	+	0	NA	promoter-TSS (YML017W)	protein_coding-promoter-TSS (YML017W)	-203	YML017W	YML017W	YML017W			PSP2			protein_coding
Interval_1868	XVI	731780	732276	+	0	NA	promoter-TSS (YPR102C)	protein_coding-promoter-TSS (YPR102C)	-280	YPR102C	YPR102C	YPR102C			RPL11A			protein_coding
Interval_320	IV	599741	601726	+	0	NA	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-60	YDR077W	YDR077W	YDR077W			SED1			protein_coding
Interval_1090	XI	140866	142167	+	0	NA	promoter-TSS (YKL165C)	protein_coding-promoter-TSS (YKL165C)	-427	tE(UUC)K	tE(UUC)K	tE(UUC)K			tE(UUC)K			tRNA
Interval_660	VI	101126	101513	+	0	NA	promoter-TSS (YFL019C)	protein_coding-promoter-TSS (YFL019C)	-57	tP(UGG)F	tP(UGG)F	tP(UGG)F			SUF9			tRNA
Interval_734	VII	316563	317103	+	0	NA	promoter-TSS (YGL098W)	protein_coding-promoter-TSS (YGL098W)	45	snR82	snR82	snR82			snR82			snoRNA
Interval_521	IX	321230	322446	+	0	NA	promoter-TSS (YIL015W)	protein_coding-promoter-TSS (YIL015W)	384	YIL016W	YIL016W	YIL016W			SNL1			protein_coding
Interval_1803	XVI	299513	299805	+	0	NA	promoter-TSS (YPL134C)	protein_coding-promoter-TSS (YPL134C)	-156	YPL134C	YPL134C	YPL134C			ODC1			protein_coding
Interval_1198	XII	193931	194251	+	0	NA	promoter-TSS (YLR024C)	protein_coding-promoter-TSS (YLR024C)	-361	YLR025W	YLR025W	YLR025W			SNF7			protein_coding
Interval_1537	XIV	447084	447395	+	0	NA	promoter-TSS (YNL094W)	protein_coding-promoter-TSS (YNL094W)	-372	YNL094W	YNL094W	YNL094W			APP1			protein_coding
Interval_1422	XIII	624132	624623	+	0	NA	promoter-TSS (YMR181C)	protein_coding-promoter-TSS (YMR181C)	-297	YMR181C	YMR181C	YMR181C			YMR181C			protein_coding
Interval_1569	XIV	623895	624391	+	0	NA	TTS (YNL003C)	protein_coding-TTS (YNL003C)	1228	YNL004W	YNL004W	YNL004W			HRB1			protein_coding
Interval_1129	XI	379395	379810	+	0	NA	promoter-TSS (tV(AAC)K2)	tRNA-promoter-TSS (tV(AAC)K2)	-78	tV(AAC)K2	tV(AAC)K2	tV(AAC)K2			tV(AAC)K2			tRNA
Interval_757	VII	458052	458332	+	0	NA	promoter-TSS (YGL019W)	protein_coding-promoter-TSS (YGL019W)	36	YGL019W	YGL019W	YGL019W			CKB1			protein_coding
Interval_1742	XV	1017724	1017923	+	0	NA	promoter-TSS (YOR361C)	protein_coding-promoter-TSS (YOR361C)	-171	YOR361C	YOR361C	YOR361C			PRT1			protein_coding
Interval_398	IV	1127662	1127861	+	0	NA	promoter-TSS (YDR329C)	protein_coding-promoter-TSS (YDR329C)	-111	YDR330W	YDR330W	YDR330W			UBX5			protein_coding
Interval_581	V	208556	208848	+	0	NA	promoter-TSS (YER026C)	protein_coding-promoter-TSS (YER026C)	-228	YER026C	YER026C	YER026C			CHO1			protein_coding
Interval_982	X	223867	224431	+	0	NA	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-906	YJL105W	YJL105W	YJL105W			SET4			protein_coding
Interval_567	V	132654	132979	+	0	NA	promoter-TSS (YEL011W)	protein_coding-promoter-TSS (YEL011W)	-304	YEL011W	YEL011W	YEL011W			GLC3			protein_coding
Interval_230	IV	87255	87454	+	0	NA	promoter-TSS (YDL207W)	protein_coding-promoter-TSS (YDL207W)	-128	YDL209C	YDL209C	YDL209C			CWC2			protein_coding
Interval_550	V	33603	34492	+	0	NA	promoter-TSS (YEL062W)	protein_coding-promoter-TSS (YEL062W)	-360	YEL062W	YEL062W	YEL062W			NPR2			protein_coding
Interval_1240	XII	510342	511051	+	0	NA	promoter-TSS (YLR176C)	protein_coding-promoter-TSS (YLR176C)	-358	YLR177W	YLR177W	YLR177W			YLR177W			protein_coding
Interval_1102	XI	201842	202041	+	0	NA	promoter-TSS (YKL128C)	protein_coding-promoter-TSS (YKL128C)	-170	YKL128C	YKL128C	YKL128C			PMU1			protein_coding
Interval_387	IV	1062915	1063294	+	0	NA	promoter-TSS (YDR300C)	protein_coding-promoter-TSS (YDR300C)	-248	YDR301W	YDR301W	YDR301W			CFT1			protein_coding
Interval_1845	XVI	591270	591534	+	0	NA	promoter-TSS (YPR015C)	protein_coding-promoter-TSS (YPR015C)	-376	YPR015C	YPR015C	YPR015C			YPR015C			protein_coding
Interval_1505	XIV	273830	274356	+	0	NA	promoter-TSS (YNL193W)	protein_coding-promoter-TSS (YNL193W)	-275	YNL193W	YNL193W	YNL193W			YNL193W			protein_coding
Interval_942	VIII	505516	506116	+	0	NA	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-286	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
Interval_953	X	59071	59270	+	0	NA	promoter-TSS (YJL200C)	protein_coding-promoter-TSS (YJL200C)	2	tT(AGU)J	tT(AGU)J	tT(AGU)J			tT(AGU)J			tRNA
Interval_1863	XVI	699989	700436	+	0	NA	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-382	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
Interval_732	VII	310617	310940	+	0	NA	promoter-TSS (YGL103W)	protein_coding-promoter-TSS (YGL103W)	-189	YGL103W	YGL103W	YGL103W			RPL28			protein_coding
Interval_164	II	798741	799285	+	0	NA	promoter-TSS (YBR296C)	protein_coding-promoter-TSS (YBR296C)	-491	YBR296C	YBR296C	YBR296C			PHO89			protein_coding
Interval_1523	XIV	365872	366632	+	0	NA	promoter-TSS (YNL138W)	protein_coding-promoter-TSS (YNL138W)	219	YNL138W-A	YNL138W-A	YNL138W-A			YSF3			protein_coding
Interval_1300	XII	877384	878143	+	0	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-519	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
Interval_788	VII	661678	662088	+	0	NA	promoter-TSS (YGR090W)	protein_coding-promoter-TSS (YGR090W)	134	tT(UGU)G1	tT(UGU)G1	tT(UGU)G1			tT(UGU)G1			tRNA
Interval_434	IV	1300785	1301721	+	0	NA	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-363	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
Interval_1680	XV	586104	586752	+	0	NA	promoter-TSS (YOR138C)	protein_coding-promoter-TSS (YOR138C)	-104	YOR138C	YOR138C	YOR138C			RUP1			protein_coding
Interval_367	IV	946325	946549	+	0	NA	promoter-TSS (YDR242W)	protein_coding-promoter-TSS (YDR242W)	125	tY(GUA)D	tY(GUA)D	tY(GUA)D			SUP2			tRNA
Interval_821	VII	856478	857912	+	0	NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	296	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
Interval_1825	XVI	454962	455379	+	0	NA	promoter-TSS (YPL054W)	protein_coding-promoter-TSS (YPL054W)	-180	YPL055C	YPL055C	YPL055C			LGE1			protein_coding
Interval_880	VIII	126012	126405	+	0	NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-313	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
Interval_1295	XII	848056	848321	+	0	NA	TTS (YLR360W)	protein_coding-TTS (YLR360W)	936	YLR361C	YLR361C	YLR361C			DCR2			protein_coding
Interval_1704	XV	755007	755359	+	0	NA	promoter-TSS (YOR219C)	protein_coding-promoter-TSS (YOR219C)	-145	YOR220W	YOR220W	YOR220W			RCN2			protein_coding
Interval_1586	XIV	738972	739773	+	0	NA	promoter-TSS (YNR060W)	protein_coding-promoter-TSS (YNR060W)	-579	YNR060W	YNR060W	YNR060W			FRE4			protein_coding
Interval_1891	XVI	870069	870568	+	0	NA	promoter-TSS (YPR163C)	protein_coding-promoter-TSS (YPR163C)	-363	YPR163C	YPR163C	YPR163C			TIF3			protein_coding
Interval_1859	XVI	673615	674187	+	0	NA	TTS (YPR057W)	protein_coding-TTS (YPR057W)	150	YPR058W	YPR058W	YPR058W			YMC1			protein_coding
Interval_857	VII	1076060	1076401	+	0	NA	promoter-TSS (YGR289C)	protein_coding-promoter-TSS (YGR289C)	274	YGR291C	YGR291C	YGR291C			YGR291C			protein_coding
Interval_1740	XV	1006956	1007155	+	0	NA	promoter-TSS (YOR356W)	protein_coding-promoter-TSS (YOR356W)	-166	YOR356W	YOR356W	YOR356W			CIR2			protein_coding
Interval_1220	XII	377224	377585	+	0	NA	promoter-TSS (YLR114C)	protein_coding-promoter-TSS (YLR114C)	-166	YLR114C	YLR114C	YLR114C			AVL9			protein_coding
Interval_554	V	61069	61493	+	0	NA	promoter-TSS (YEL050C)	protein_coding-promoter-TSS (YEL050C)	-71	snR67	snR67	snR67			snR67			snoRNA
Interval_76	II	275664	275878	+	0	NA	promoter-TSS (YBR018C)	protein_coding-promoter-TSS (YBR018C)	-244	YBR018C	YBR018C	YBR018C			GAL7			protein_coding
Interval_1187	XII	92542	92921	+	0	NA	TTS (tP(UGG)L)	tRNA-TTS (tP(UGG)L)	183	tP(UGG)L	tP(UGG)L	tP(UGG)L			tP(UGG)L			tRNA
Interval_655	VI	74703	75103	+	0	NA	promoter-TSS (YFL031W)	protein_coding-promoter-TSS (YFL031W)	31	YFL032W	YFL032W	YFL032W			YFL032W			protein_coding
Interval_473	IX	36375	37177	+	0	NA	promoter-TSS (YIL162W)	protein_coding-promoter-TSS (YIL162W)	476	YIL163C	YIL163C	YIL163C			YIL163C			protein_coding
Interval_449	IV	1401275	1401828	+	0	NA	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-219	YDR471W	YDR471W	YDR471W			RPL27B			protein_coding
Interval_1472	XIV	34197	34752	+	0	NA	promoter-TSS (YNL321W)	protein_coding-promoter-TSS (YNL321W)	-222	YNL321W	YNL321W	YNL321W			VNX1			protein_coding
Interval_1513	XIV	309987	310502	+	0	NA	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-187	YNL173C	YNL173C	YNL173C			MDG1			protein_coding
Interval_1354	XIII	225452	225888	+	0	NA	promoter-TSS (YML024W)	protein_coding-promoter-TSS (YML024W)	-219	YML024W	YML024W	YML024W			RPS17A			protein_coding
Interval_1647	XV	384721	385566	+	0	NA	promoter-TSS (YOR028C)	protein_coding-promoter-TSS (YOR028C)	543	YOR029W	YOR029W	YOR029W			YOR029W			protein_coding
Interval_801	VII	766112	766625	+	0	NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	642	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
Interval_144	II	644813	645469	+	0	NA	promoter-TSS (YBR210W)	protein_coding-promoter-TSS (YBR210W)	-26	tE(UUC)B	tE(UUC)B	tE(UUC)B			tE(UUC)B			tRNA
Interval_1062	X	705215	705603	+	0	NA	promoter-TSS (YJR148W)	protein_coding-promoter-TSS (YJR148W)	-335	YJR148W	YJR148W	YJR148W			BAT2			protein_coding
