PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T100_SE_REP1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T100_SE_REP1_peak_711	XIII	341034	341268	+	27	NA	promoter-TSS (YMR034C)	protein_coding-promoter-TSS (YMR034C)	9	YMR035W	YMR035W	YMR035W			IMP2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_864	XV	520475	520921	+	27	NA	promoter-TSS (YOR107W)	protein_coding-promoter-TSS (YOR107W)	-655	YOR107W	YOR107W	YOR107W			RGS2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_682	XIII	5514	5713	+	27	NA	promoter-TSS (YML133C)	protein_coding-promoter-TSS (YML133C)	-929	YML133C	YML133C	YML133C			YML133C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_699	XIII	223885	224212	+	27	NA	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-220	YML026C	YML026C	YML026C			RPS18B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_429	VII	877057	877265	+	27	NA	TTS (tK(CUU)G3)	tRNA-TTS (tK(CUU)G3)	767	tK(CUU)G3	tK(CUU)G3	tK(CUU)G3			tK(CUU)G3			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_774	XIV	209821	210178	+	27	NA	promoter-TSS (YNL234W)	protein_coding-promoter-TSS (YNL234W)	-20	YNL235C	YNL235C	YNL235C			YNL235C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_113	IV	56713	56965	+	27	NA	promoter-TSS (YDL224C)	protein_coding-promoter-TSS (YDL224C)	-493	YDL224C	YDL224C	YDL224C			WHI4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_963	XVI	695137	695480	+	27	NA	promoter-TSS (YPR074C)	protein_coding-promoter-TSS (YPR074C)	290	YPR074W-A	YPR074W-A	YPR074W-A			YPR074W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_973	XVI	812546	813044	+	27	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-342	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_532	X	615151	615350	+	27	NA	promoter-TSS (YJR098C)	protein_coding-promoter-TSS (YJR098C)	-94	YJR098C	YJR098C	YJR098C			YJR098C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_479	VIII	401048	401324	+	27	NA	promoter-TSS (YHR151C)	protein_coding-promoter-TSS (YHR151C)	-248	YHR152W	YHR152W	YHR152W			SPO12			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_115	IV	76902	77184	+	27	NA	promoter-TSS (YDL214C)	protein_coding-promoter-TSS (YDL214C)	-498	YDL214C	YDL214C	YDL214C			PRR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_694	XIII	158952	159442	+	27	NA	promoter-TSS (YML057W)	protein_coding-promoter-TSS (YML057W)	-186	YML058W	YML058W	YML058W			SML1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_751	XIII	861001	861604	+	27	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-411	YMR296C	YMR296C	YMR296C			LCB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_585	XI	431454	431793	+	27	NA	promoter-TSS (YKL006C-A)	protein_coding-promoter-TSS (YKL006C-A)	-283	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_178	IV	926850	927191	+	27	NA	promoter-TSS (YDR231C)	protein_coding-promoter-TSS (YDR231C)	-110	YDR231C	YDR231C	YDR231C			COX20			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_123	IV	156061	156309	+	27	NA	promoter-TSS (YDL170W)	protein_coding-promoter-TSS (YDL170W)	-133	YDL170W	YDL170W	YDL170W			UGA3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_118	IV	115985	116254	+	26	NA	promoter-TSS (YDL192W)	protein_coding-promoter-TSS (YDL192W)	-202	YDL192W	YDL192W	YDL192W			ARF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_288	V	225390	225643	+	26	NA	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-317	YER036C	YER036C	YER036C			ARB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_750	XIII	851617	852436	+	26	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-435	YMR290C	YMR290C	YMR290C			HAS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_665	XII	839374	839918	+	26	NA	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-393	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_151	IV	538852	539671	+	26	NA	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-542	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_331	V	559122	559349	+	26	NA	promoter-TSS (YER184C)	protein_coding-promoter-TSS (YER184C)	-219	YER185W	YER185W	YER185W			PUG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_228	IX	36577	37156	+	26	NA	promoter-TSS (YIL162W)	protein_coding-promoter-TSS (YIL162W)	386	YIL163C	YIL163C	YIL163C			YIL163C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_78	II	680033	680374	+	26	NA	promoter-TSS (YBR229C)	protein_coding-promoter-TSS (YBR229C)	-153	YBR230C	YBR230C	YBR230C			OM14			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_130	IV	230760	230959	+	26	NA	promoter-TSS (YDL129W)	protein_coding-promoter-TSS (YDL129W)	-165	YDL129W	YDL129W	YDL129W			YDL129W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_149	IV	507435	507639	+	26	NA	promoter-TSS (YDR033W)	protein_coding-promoter-TSS (YDR033W)	-610	YDR033W	YDR033W	YDR033W			MRH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_565	XI	219921	220210	+	26	NA	promoter-TSS (YKL117W)	protein_coding-promoter-TSS (YKL117W)	170	tA(AGC)K1	tA(AGC)K1	tA(AGC)K1			tA(AGC)K1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_284	V	194810	195104	+	26	NA	promoter-TSS (YER019C-A)	protein_coding-promoter-TSS (YER019C-A)	-211	YER020W	YER020W	YER020W			GPA2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_828	XV	94385	94725	+	26	NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-153	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_728	XIII	500818	501036	+	26	NA	promoter-TSS (YMR116C)	protein_coding-promoter-TSS (YMR116C)	-239	YMR116C	YMR116C	YMR116C			ASC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_396	VII	528430	528898	+	26	NA	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-600	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_182	IV	959986	960217	+	26	NA	promoter-TSS (YDR249C)	protein_coding-promoter-TSS (YDR249C)	260	YDR250C	YDR250C	YDR250C			YDR250C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_66	II	589178	589418	+	26	NA	promoter-TSS (YBR179C)	protein_coding-promoter-TSS (YBR179C)	-184	YBR179C	YBR179C	YBR179C			FZO1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_646	XII	611668	612130	+	26	NA	promoter-TSS (YLR235C)	protein_coding-promoter-TSS (YLR235C)	31	YLR235C	YLR235C	YLR235C			YLR235C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_452	VIII	48000	48678	+	26	NA	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-371	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_101	III	227836	228262	+	26	NA	promoter-TSS (YCR063W)	protein_coding-promoter-TSS (YCR063W)	107	tS(CGA)C	tS(CGA)C	tS(CGA)C			SUP61			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_249	IX	267819	268726	+	26	NA	promoter-TSS (YIL046W)	protein_coding-promoter-TSS (YIL046W)	-37	YIL046W-A	YIL046W-A	YIL046W-A			YIL046W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_251	IX	310900	311159	+	26	NA	promoter-TSS (YIL022W)	protein_coding-promoter-TSS (YIL022W)	-136	YIL022W	YIL022W	YIL022W			TIM44			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_472	VIII	293256	293751	+	26	NA	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	560	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_671	XII	921573	922271	+	26	NA	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-141	YLR400W	YLR400W	YLR400W			YLR400W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_450	VIII	17401	17619	+	26	NA	exon (YHL041W, exon 1 of 1)	protein_coding-exon (YHL041W, exon 1 of 1)	118	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_936	XVI	339309	339941	+	26	NA	promoter-TSS (YPL111W)	protein_coding-promoter-TSS (YPL111W)	-319	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_743	XIII	754294	754552	+	26	NA	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	126	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_357	VII	56279	56479	+	26	NA	promoter-TSS (YGL234W)	protein_coding-promoter-TSS (YGL234W)	-103	YGL234W	YGL234W	YGL234W			ADE5,7			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_562	XI	171418	171710	+	25	NA	promoter-TSS (YKL146W)	protein_coding-promoter-TSS (YKL146W)	-219	YKL146W	YKL146W	YKL146W			AVT3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_171	IV	867712	868025	+	25	NA	promoter-TSS (YDR207C)	protein_coding-promoter-TSS (YDR207C)	-346	YDR207C	YDR207C	YDR207C			UME6			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_276	V	106810	107270	+	25	NA	promoter-TSS (YEL024W)	protein_coding-promoter-TSS (YEL024W)	-220	YEL024W	YEL024W	YEL024W			RIP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_698	XIII	220841	221043	+	25	NA	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	-464	YML027W	YML027W	YML027W			YOX1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_359	VII	73685	74425	+	25	NA	promoter-TSS (YGL226C-A)	protein_coding-promoter-TSS (YGL226C-A)	-153	tV(AAC)G3	tV(AAC)G3	tV(AAC)G3			tV(AAC)G3			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_715	XIII	362954	363185	+	25	NA	promoter-TSS (YMR045C)	protein_coding-promoter-TSS (YMR045C)	5	tH(GUG)M	tH(GUG)M	tH(GUG)M			tH(GUG)M			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_533	X	617759	618072	+	25	NA	promoter-TSS (YJR100C)	protein_coding-promoter-TSS (YJR100C)	-4	tL(UAG)J	tL(UAG)J	tL(UAG)J			tL(UAG)J			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_247	IX	257255	257639	+	25	NA	promoter-TSS (YIL052C)	protein_coding-promoter-TSS (YIL052C)	-384	YIL052C	YIL052C	YIL052C			RPL34B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_978	XVI	860468	860692	+	25	NA	promoter-TSS (YPR159C-A)	protein_coding-promoter-TSS (YPR159C-A)	-165	YPR159C-A	YPR159C-A	YPR159C-A			YPR159C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_815	XIV	739120	739642	+	25	NA	promoter-TSS (YNR060W)	protein_coding-promoter-TSS (YNR060W)	-570	YNR060W	YNR060W	YNR060W			FRE4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_621	XII	234471	234837	+	25	NA	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-573	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_782	XIV	310047	310502	+	25	NA	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-217	YNL173C	YNL173C	YNL173C			MDG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_982	XVI	901651	901858	+	25	NA	promoter-TSS (YPR184W)	protein_coding-promoter-TSS (YPR184W)	-290	YPR184W	YPR184W	YPR184W			GDB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_482	VIII	466942	467206	+	25	NA	promoter-TSS (YHR180C-B)	protein_coding-promoter-TSS (YHR180C-B)	-12	YHR180C-B	YHR180C-B	YHR180C-B			YHR180C-B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_165	IV	765288	765491	+	25	NA	promoter-TSS (YDR151C)	protein_coding-promoter-TSS (YDR151C)	-234	YDR151C	YDR151C	YDR151C			CTH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_386	VII	405411	405687	+	25	NA	promoter-TSS (YGL050W)	protein_coding-promoter-TSS (YGL050W)	79	tR(UCU)G1	tR(UCU)G1	tR(UCU)G1			tR(UCU)G1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_328	V	522836	523123	+	25	NA	promoter-TSS (YER168C)	protein_coding-promoter-TSS (YER168C)	-310	YER168C	YER168C	YER168C			CCA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_454	VIII	55352	56303	+	25	NA	promoter-TSS (YHL024W)	protein_coding-promoter-TSS (YHL024W)	-822	YHL024W	YHL024W	YHL024W			RIM4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_704	XIII	271529	272150	+	25	NA	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-262	YMR001C-A	YMR001C-A	YMR001C-A			YMR001C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_67	II	592752	593093	+	25	NA	promoter-TSS (YBR181C)	protein_coding-promoter-TSS (YBR181C)	-148	YBR181C	YBR181C	YBR181C			RPS6B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_799	XIV	503233	503464	+	25	NA	promoter-TSS (YNL065W)	protein_coding-promoter-TSS (YNL065W)	-376	YNL065W	YNL065W	YNL065W			AQR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_579	XI	382045	382397	+	25	NA	promoter-TSS (YKL030W)	protein_coding-promoter-TSS (YKL030W)	149	YKL031W	YKL031W	YKL031W			YKL031W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_713	XIII	349890	350127	+	25	NA	promoter-TSS (YMR039C)	protein_coding-promoter-TSS (YMR039C)	-373	YMR040W	YMR040W	YMR040W			YET2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_314	V	431184	431397	+	25	NA	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	-70	snR52	snR52	snR52			snR52			snoRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_244	IX	241742	241984	+	25	NA	promoter-TSS (YIL064W)	protein_coding-promoter-TSS (YIL064W)	-80	YIL064W	YIL064W	YIL064W			EFM4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_981	XVI	883113	883377	+	25	NA	promoter-TSS (YPR169W-A)	protein_coding-promoter-TSS (YPR169W-A)	6	YPR170W-B	YPR170W-B	YPR170W-B			YPR170W-B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_843	XV	288195	288705	+	25	NA	promoter-TSS (YOL019W)	protein_coding-promoter-TSS (YOL019W)	30	YOL019W-A	YOL019W-A	YOL019W-A			YOL019W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_235	IX	138295	139502	+	25	NA	promoter-TSS (YIL118W)	protein_coding-promoter-TSS (YIL118W)	-854	YIL118W	YIL118W	YIL118W			RHO3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_198	IV	1201777	1202149	+	24	NA	promoter-TSS (YDR363W-A)	protein_coding-promoter-TSS (YDR363W-A)	-165	YDR363W-A	YDR363W-A	YDR363W-A			SEM1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_347	VI	204720	205178	+	24	NA	promoter-TSS (YFR025C)	protein_coding-promoter-TSS (YFR025C)	47	tA(AGC)F	tA(AGC)F	tA(AGC)F			tA(AGC)F			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_742	XIII	751337	751559	+	24	NA	promoter-TSS (YMR240C)	protein_coding-promoter-TSS (YMR240C)	-208	YMR240C	YMR240C	YMR240C			CUS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_209	IV	1362396	1362595	+	24	NA	promoter-TSS (YDR451C)	protein_coding-promoter-TSS (YDR451C)	-314	YDR451C	YDR451C	YDR451C			YHP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_767	XIV	89076	89275	+	24	NA	promoter-TSS (snR40)	snoRNA-promoter-TSS (snR40)	-35	snR40	snR40	snR40			snR40			snoRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_199	IV	1233718	1233917	+	24	NA	promoter-TSS (YDR379C-A)	protein_coding-promoter-TSS (YDR379C-A)	-300	YDR379C-A	YDR379C-A	YDR379C-A			SDH6			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_241	IX	216018	216217	+	24	NA	promoter-TSS (YIL076W)	protein_coding-promoter-TSS (YIL076W)	-164	YIL077C	YIL077C	YIL077C			YIL077C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_490	X	60308	60635	+	24	NA	promoter-TSS (YJL198W)	protein_coding-promoter-TSS (YJL198W)	-289	YJL199C	YJL199C	YJL199C			MBB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_794	XIV	442817	443016	+	24	NA	promoter-TSS (YNL097C)	protein_coding-promoter-TSS (YNL097C)	-90	tL(CAA)N	tL(CAA)N	tL(CAA)N			tL(CAA)N			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_955	XVI	591270	591496	+	24	NA	promoter-TSS (YPR015C)	protein_coding-promoter-TSS (YPR015C)	-357	YPR015C	YPR015C	YPR015C			YPR015C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_162	IV	699550	699921	+	24	NA	promoter-TSS (YDR123C)	protein_coding-promoter-TSS (YDR123C)	-267	YDR123C	YDR123C	YDR123C			INO2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_273	V	77505	77799	+	24	NA	promoter-TSS (YEL040W)	protein_coding-promoter-TSS (YEL040W)	-401	YEL040W	YEL040W	YEL040W			UTR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_527	X	548339	548583	+	24	NA	promoter-TSS (YJR060W)	protein_coding-promoter-TSS (YJR060W)	-298	YJR060W	YJR060W	YJR060W			CBF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_124	IV	211144	211343	+	24	NA	promoter-TSS (YDL140C)	protein_coding-promoter-TSS (YDL140C)	-682	YDL140C	YDL140C	YDL140C			RPO21			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_8	I	70969	71325	+	24	NA	promoter-TSS (YAL038W)	protein_coding-promoter-TSS (YAL038W)	-639	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_641	XII	551884	552276	+	24	NA	promoter-TSS (YLR203C)	protein_coding-promoter-TSS (YLR203C)	-120	YLR203C	YLR203C	YLR203C			MSS51			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_145	IV	437788	438180	+	24	NA	promoter-TSS (YDL007W)	protein_coding-promoter-TSS (YDL007W)	-63	YDL007W	YDL007W	YDL007W			RPT2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_377	VII	310625	310863	+	24	NA	promoter-TSS (YGL103W)	protein_coding-promoter-TSS (YGL103W)	-223	YGL103W	YGL103W	YGL103W			RPL28			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_570	XI	278537	278781	+	24	NA	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	378	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_489	X	36489	36870	+	24	NA	promoter-TSS (YJL210W)	protein_coding-promoter-TSS (YJL210W)	-240	YJL210W	YJL210W	YJL210W			PEX2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_125	IV	215637	216132	+	24	NA	promoter-TSS (YDL137W)	protein_coding-promoter-TSS (YDL137W)	-645	YDL137W	YDL137W	YDL137W			ARF2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_537	X	640438	640652	+	24	NA	promoter-TSS (YJR116W)	protein_coding-promoter-TSS (YJR116W)	-280	YJR116W	YJR116W	YJR116W			TDA4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_372	VII	254110	254620	+	24	NA	promoter-TSS (YGL135W)	protein_coding-promoter-TSS (YGL135W)	-276	YGL135W	YGL135W	YGL135W			RPL1B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_365	VII	165096	165453	+	24	NA	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-183	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_320	V	467674	468114	+	24	NA	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-424	YER149C	YER149C	YER149C			PEA2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_310	V	409255	409484	+	24	NA	promoter-TSS (YER124C)	protein_coding-promoter-TSS (YER124C)	-306	YER124C	YER124C	YER124C			DSE1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_535	X	633156	633426	+	24	NA	promoter-TSS (YJR109C)	protein_coding-promoter-TSS (YJR109C)	-324	YJR110W	YJR110W	YJR110W			YMR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_106	III	279843	280069	+	24	NA	promoter-TSS (YCR092C)	protein_coding-promoter-TSS (YCR092C)	-136	YCR092C	YCR092C	YCR092C			MSH3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_844	XV	301031	301234	+	24	NA	promoter-TSS (YOL013W-A)	protein_coding-promoter-TSS (YOL013W-A)	35	tP(UGG)O1	tP(UGG)O1	tP(UGG)O1			tP(UGG)O1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_436	VII	953607	953864	+	24	NA	promoter-TSS (YGR231C)	protein_coding-promoter-TSS (YGR231C)	-225	YGR232W	YGR232W	YGR232W			NAS6			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_867	XV	592605	592813	+	24	NA	promoter-TSS (YOR141C)	protein_coding-promoter-TSS (YOR141C)	-122	YOR141C	YOR141C	YOR141C			ARP8			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_236	IX	166096	166295	+	24	NA	promoter-TSS (YIL106W)	protein_coding-promoter-TSS (YIL106W)	-220	YIL106W	YIL106W	YIL106W			MOB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_174	IV	892455	892654	+	24	NA	promoter-TSS (YDR214W)	protein_coding-promoter-TSS (YDR214W)	-321	YDR214W	YDR214W	YDR214W			AHA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_551	XI	67840	68773	+	24	NA	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-840	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_617	XII	187437	187719	+	23	NA	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-449	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_807	XIV	602135	602706	+	23	NA	promoter-TSS (YNL016W)	protein_coding-promoter-TSS (YNL016W)	56	YNL017C	YNL017C	YNL017C			YNL017C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_677	XII	1018885	1019231	+	23	NA	promoter-TSS (YLR441C)	protein_coding-promoter-TSS (YLR441C)	-150	YLR441C	YLR441C	YLR441C			RPS1A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_255	IX	332676	333503	+	23	NA	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	78	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_853	XV	446773	447100	+	23	NA	promoter-TSS (YOR064C)	protein_coding-promoter-TSS (YOR064C)	-198	YOR064C	YOR064C	YOR064C			YNG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_478	VIII	388629	389010	+	23	NA	promoter-TSS (YHR144C)	protein_coding-promoter-TSS (YHR144C)	-93	YHR144C	YHR144C	YHR144C			DCD1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_970	XVI	775482	775982	+	23	NA	promoter-TSS (YPR120C)	protein_coding-promoter-TSS (YPR120C)	104	tC(GCA)P2	tC(GCA)P2	tC(GCA)P2			tC(GCA)P2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_611	XII	40393	40664	+	23	NA	promoter-TSS (YLL049W)	protein_coding-promoter-TSS (YLL049W)	-114	YLL050C	YLL050C	YLL050C			COF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_30	II	140407	141263	+	23	NA	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-412	YBL041W	YBL041W	YBL041W			PRE7			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_755	XIII	895448	895683	+	23	NA	promoter-TSS (YMR309C)	protein_coding-promoter-TSS (YMR309C)	-139	YMR309C	YMR309C	YMR309C			NIP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_513	X	360540	361142	+	23	NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-408	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_463	VIII	148768	149120	+	23	NA	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-275	YHR021C	YHR021C	YHR021C			RPS27B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_544	X	715974	716173	+	23	NA	promoter-TSS (YJR151C)	protein_coding-promoter-TSS (YJR151C)	-333	YJR151C	YJR151C	YJR151C			DAN4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_777	XIV	239798	240313	+	23	NA	promoter-TSS (YNL217W)	protein_coding-promoter-TSS (YNL217W)	-276	YNL217W	YNL217W	YNL217W			YNL217W			protein_coding
