PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T0_PE_REP2_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T0_PE_REP2_peak_385	XI	578311	579171	+	16	NA	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	-224	tK(UUU)K	tK(UUU)K	tK(UUU)K			tK(UUU)K			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_112	IV	884448	884650	+	16	NA	promoter-TSS (YDR210C-C)	protein_coding-promoter-TSS (YDR210C-C)	-178	YDR211W	YDR211W	YDR211W			GCD6			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_100	IV	507139	508227	+	16	NA	promoter-TSS (YDR033W)	protein_coding-promoter-TSS (YDR033W)	-464	YDR033W	YDR033W	YDR033W			MRH1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_454	XIII	91173	92004	+	16	NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-179	YML089C	YML089C	YML089C			YML089C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_368	XI	302975	303217	+	16	NA	TTS (tW(CCA)K)	tRNA-TTS (tW(CCA)K)	178	tW(CCA)K	tW(CCA)K	tW(CCA)K			tW(CCA)K			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_108	IV	721664	722086	+	16	NA	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-394	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
OSMOTIC_STRESS_T0_PE_REP2_peak_201	V	467631	468103	+	16	NA	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-397	YER149C	YER149C	YER149C			PEA2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_334	X	454863	455841	+	16	NA	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-671	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_357	XI	143314	143515	+	16	NA	promoter-TSS (YKL163W)	protein_coding-promoter-TSS (YKL163W)	-595	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_433	XII	826708	827358	+	16	NA	promoter-TSS (YLR347C)	protein_coding-promoter-TSS (YLR347C)	-488	YLR349W	YLR349W	YLR349W			YLR349W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_373	XI	340635	340976	+	16	NA	promoter-TSS (YKL051W)	protein_coding-promoter-TSS (YKL051W)	-259	YKL052C	YKL052C	YKL052C			ASK1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_430	XII	805249	805697	+	16	NA	promoter-TSS (YLR337C)	protein_coding-promoter-TSS (YLR337C)	-367	YLR337C	YLR337C	YLR337C			VRP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_625	XVI	785675	785921	+	16	NA	promoter-TSS (YPR124W)	protein_coding-promoter-TSS (YPR124W)	-410	YPR124W	YPR124W	YPR124W			CTR1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_282	VII	1051916	1052655	+	16	NA	promoter-TSS (YGR280C)	protein_coding-promoter-TSS (YGR280C)	-539	YGR281W	YGR281W	YGR281W			YOR1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_157	IX	381784	382417	+	16	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	152	YIR015W	YIR015W	YIR015W			RPR2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_434	XII	828188	828558	+	16	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-357	YLR350W	YLR350W	YLR350W			ORM2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_265	VII	788384	788813	+	16	NA	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-433	YGR149W	YGR149W	YGR149W			YGR149W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_512	XIV	440838	441220	+	15	NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-110	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_141	IX	21709	22210	+	15	NA	TTS (YIL170W)	pseudogene-TTS (YIL170W)	2112	YIL170W	YIL170W	YIL170W			HXT12			pseudogene
OSMOTIC_STRESS_T0_PE_REP2_peak_341	X	651424	651742	+	15	NA	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-318	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_589	XV	1042728	1043432	+	15	NA	promoter-TSS (YOR375C)	protein_coding-promoter-TSS (YOR375C)	-38	YOR375C	YOR375C	YOR375C			GDH1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_530	XIV	764159	764435	+	15	NA	Intergenic	Intergenic	-1078	YNR070W	YNR070W	YNR070W			PDR18			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_481	XIII	652877	653631	+	15	NA	promoter-TSS (YMR194C-A)	protein_coding-promoter-TSS (YMR194C-A)	-118	YMR194C-A	YMR194C-A	YMR194C-A			YMR194C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_276	VII	974223	974687	+	15	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	322	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_205	V	558630	559139	+	15	NA	promoter-TSS (YER184C)	protein_coding-promoter-TSS (YER184C)	-204	YER184C	YER184C	YER184C			TOG1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_317	X	115746	116580	+	15	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	-153	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_196	V	422060	423458	+	15	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-313	YER130C	YER130C	YER130C			COM2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_377	XI	408257	408585	+	15	NA	promoter-TSS (YKL015W)	protein_coding-promoter-TSS (YKL015W)	-123	YKL015W	YKL015W	YKL015W			PUT3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_610	XVI	450901	451422	+	15	NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-784	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_227	VII	122186	122529	+	15	NA	promoter-TSS (tK(CUU)G1)	tRNA-promoter-TSS (tK(CUU)G1)	88	tK(CUU)G1	tK(CUU)G1	tK(CUU)G1			tK(CUU)G1			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_442	XII	949603	950969	+	15	NA	promoter-TSS (YLR413W)	protein_coding-promoter-TSS (YLR413W)	187	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_524	XIV	602330	602754	+	15	NA	promoter-TSS (YNL016W)	protein_coding-promoter-TSS (YNL016W)	-66	YNL017C	YNL017C	YNL017C			YNL017C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_2	I	32910	33136	+	15	NA	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-425	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_34	II	255969	256429	+	15	NA	promoter-TSS (YBR009C)	protein_coding-promoter-TSS (YBR009C)	-132	YBR010W	YBR010W	YBR010W			HHT1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_280	VII	1026090	1027133	+	15	NA	promoter-TSS (YGR267C)	protein_coding-promoter-TSS (YGR267C)	-25	YGR269W	YGR269W	YGR269W			YGR269W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_572	XV	769699	770313	+	15	NA	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-794	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_529	XIV	739120	739614	+	15	NA	promoter-TSS (YNR060W)	protein_coding-promoter-TSS (YNR060W)	-584	YNR060W	YNR060W	YNR060W			FRE4			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_128	IV	1266433	1267267	+	15	NA	promoter-TSS (YDR397C)	protein_coding-promoter-TSS (YDR397C)	48	YDR397C	YDR397C	YDR397C			NCB2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_569	XV	682369	683719	+	15	NA	promoter-TSS (YOR185C)	protein_coding-promoter-TSS (YOR185C)	-67	YOR186W	YOR186W	YOR186W			YOR186W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_578	XV	877840	878206	+	15	NA	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-338	YOR298C-A	YOR298C-A	YOR298C-A			MBF1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_307	VIII	424134	424526	+	15	NA	TTS (YHR162W)	protein_coding-TTS (YHR162W)	606	YHR163W	YHR163W	YHR163W			SOL3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_293	VIII	115118	115965	+	15	NA	promoter-TSS (YHR005C)	protein_coding-promoter-TSS (YHR005C)	360	YHR005C-A	YHR005C-A	YHR005C-A			TIM10			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_520	XIV	567297	568306	+	15	NA	promoter-TSS (tP(UGG)N2)	tRNA-promoter-TSS (tP(UGG)N2)	-314	tP(UGG)N2	tP(UGG)N2	tP(UGG)N2			tP(UGG)N2			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_81	IV	132811	133118	+	15	NA	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-473	YDL182W	YDL182W	YDL182W			LYS20			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_33	II	251109	251437	+	15	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-257	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_35	II	341654	342415	+	15	NA	Intergenic	Intergenic	-1067	YBR054W	YBR054W	YBR054W			YRO2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_419	XII	637749	639503	+	15	NA	exon (YLR249W, exon 1 of 1)	protein_coding-exon (YLR249W, exon 1 of 1)	-1691	YLR250W	YLR250W	YLR250W			SSP120			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_588	XV	1003139	1003774	+	15	NA	promoter-TSS (YOR354C)	protein_coding-promoter-TSS (YOR354C)	-231	YOR354C	YOR354C	YOR354C			MSC6			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_361	XI	219692	220194	+	15	NA	promoter-TSS (YKL117W)	protein_coding-promoter-TSS (YKL117W)	48	tA(AGC)K1	tA(AGC)K1	tA(AGC)K1			tA(AGC)K1			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_619	XVI	695141	695560	+	14	NA	promoter-TSS (YPR074C)	protein_coding-promoter-TSS (YPR074C)	332	YPR074W-A	YPR074W-A	YPR074W-A			YPR074W-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_40	II	408520	408736	+	14	NA	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-541	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_519	XIV	560431	560777	+	14	NA	TTS (YNL036W)	protein_coding-TTS (YNL036W)	161	tT(AGU)N2	tT(AGU)N2	tT(AGU)N2			tT(AGU)N2			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_523	XIV	586970	587368	+	14	NA	promoter-TSS (YNL024C-A)	protein_coding-promoter-TSS (YNL024C-A)	-349	YNL024C-A	YNL024C-A	YNL024C-A			KSH1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_496	XIV	87070	87496	+	14	NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-614	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_593	XVI	29527	30399	+	14	NA	promoter-TSS (YPL270W)	protein_coding-promoter-TSS (YPL270W)	-116	YPL271W	YPL271W	YPL271W			ATP15			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_264	VII	785546	785849	+	14	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-260	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_202	V	474700	475164	+	14	NA	promoter-TSS (YER152C)	protein_coding-promoter-TSS (YER152C)	-88	YER154W	YER154W	YER154W			OXA1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_271	VII	894428	894626	+	14	NA	promoter-TSS (YGR197C)	protein_coding-promoter-TSS (YGR197C)	-166	YGR198W	YGR198W	YGR198W			YPP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_198	V	435803	436222	+	14	NA	promoter-TSS (tK(CUU)E2)	tRNA-promoter-TSS (tK(CUU)E2)	-188	tK(CUU)E2	tK(CUU)E2	tK(CUU)E2			tK(CUU)E2			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_533	XV	21085	21598	+	14	NA	promoter-TSS (YOL158C)	protein_coding-promoter-TSS (YOL158C)	-30	YOL158C	YOL158C	YOL158C			ENB1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_367	XI	278027	278867	+	14	NA	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	166	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_274	VII	931012	931241	+	14	NA	promoter-TSS (tG(GCC)G2)	tRNA-promoter-TSS (tG(GCC)G2)	-103	tG(GCC)G2	tG(GCC)G2	tG(GCC)G2			tG(GCC)G2			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_606	XVI	404449	404688	+	14	NA	promoter-TSS (YPL081W)	protein_coding-promoter-TSS (YPL081W)	-382	YPL081W	YPL081W	YPL081W			RPS9A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_254	VII	576553	576834	+	14	NA	promoter-TSS (YGR041W)	protein_coding-promoter-TSS (YGR041W)	-794	YGR041W	YGR041W	YGR041W			BUD9			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_143	IX	77453	77871	+	14	NA	promoter-TSS (YIL144W)	protein_coding-promoter-TSS (YIL144W)	-379	YIL145C	YIL145C	YIL145C			PAN6			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_129	IV	1278738	1280007	+	14	NA	TTS (YDR405W)	protein_coding-TTS (YDR405W)	162	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_237	VII	345814	347034	+	14	NA	promoter-TSS (YGL086W)	protein_coding-promoter-TSS (YGL086W)	438	snR10	snR10	snR10			snR10			snoRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_482	XIII	661708	662265	+	14	NA	promoter-TSS (YMR199W)	protein_coding-promoter-TSS (YMR199W)	-658	YMR199W	YMR199W	YMR199W			CLN1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_300	VIII	227323	227739	+	14	NA	promoter-TSS (YHR064C)	protein_coding-promoter-TSS (YHR064C)	-390	YHR064C	YHR064C	YHR064C			SSZ1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_77	IV	20022	20363	+	14	NA	promoter-TSS (YDL241W)	protein_coding-promoter-TSS (YDL241W)	-443	YDL241W	YDL241W	YDL241W			YDL241W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_164	V	15738	16213	+	14	NA	promoter-TSS (YEL071W)	protein_coding-promoter-TSS (YEL071W)	-380	YEL071W	YEL071W	YEL071W			DLD3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_464	XIII	279728	280106	+	14	NA	promoter-TSS (YMR006C)	protein_coding-promoter-TSS (YMR006C)	-43	YMR007W	YMR007W	YMR007W			YMR007W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_332	X	396698	397139	+	14	NA	promoter-TSS (YJL024C)	protein_coding-promoter-TSS (YJL024C)	-122	tG(GCC)J1	tG(GCC)J1	tG(GCC)J1			tG(GCC)J1			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_400	XII	199767	200300	+	14	NA	TTS (snR30)	snoRNA-TTS (snR30)	1249	snR30	snR30	snR30			snR30			snoRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_351	XI	80452	80954	+	14	NA	promoter-TSS (YKL191W)	protein_coding-promoter-TSS (YKL191W)	-166	YKL192C	YKL192C	YKL192C			ACP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_283	VII	1061773	1062043	+	14	NA	promoter-TSS (YGR284C)	protein_coding-promoter-TSS (YGR284C)	-318	YGR284C	YGR284C	YGR284C			ERV29			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_380	XI	451371	452130	+	14	NA	promoter-TSS (YKR006C)	protein_coding-promoter-TSS (YKR006C)	316	YKR007W	YKR007W	YKR007W			MEH1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_114	IV	909562	910144	+	14	NA	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-201	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_235	VII	287281	287509	+	13	NA	promoter-TSS (tW(CCA)G1)	tRNA-promoter-TSS (tW(CCA)G1)	60	tW(CCA)G1	tW(CCA)G1	tW(CCA)G1			tW(CCA)G1			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_562	XV	586104	586514	+	13	NA	promoter-TSS (YOR138C)	protein_coding-promoter-TSS (YOR138C)	15	YOR138C	YOR138C	YOR138C			RUP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_501	XIV	187415	187860	+	13	NA	promoter-TSS (YNL243W)	protein_coding-promoter-TSS (YNL243W)	-141	YNL244C	YNL244C	YNL244C			SUI1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_406	XII	289497	289878	+	13	NA	promoter-TSS (YLR081W)	protein_coding-promoter-TSS (YLR081W)	-525	YLR081W	YLR081W	YLR081W			GAL2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_145	IX	106066	106321	+	13	NA	TTS (YIL129C)	protein_coding-TTS (YIL129C)	3411	YIL130W	YIL130W	YIL130W			ASG1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_508	XIV	370362	370646	+	13	NA	promoter-TSS (YNL137C)	protein_coding-promoter-TSS (YNL137C)	136	YNL136W	YNL136W	YNL136W			EAF7			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_18	II	28907	29192	+	13	NA	promoter-TSS (YBL100W-A)	protein_coding-promoter-TSS (YBL100W-A)	622	YBL100W-C	YBL100W-C	YBL100W-C			YBL100W-C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_118	IV	1031779	1032111	+	13	NA	promoter-TSS (YDR284C)	protein_coding-promoter-TSS (YDR284C)	-491	YDR285W	YDR285W	YDR285W			ZIP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_394	XII	48746	49694	+	13	NA	promoter-TSS (YLL043W)	protein_coding-promoter-TSS (YLL043W)	-591	YLL045C	YLL045C	YLL045C			RPL8B			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_94	IV	385976	386982	+	13	NA	promoter-TSS (YDL037C)	protein_coding-promoter-TSS (YDL037C)	-892	YDL037C	YDL037C	YDL037C			BSC1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_297	VIII	150907	151418	+	13	NA	promoter-TSS (YHR022C)	protein_coding-promoter-TSS (YHR022C)	144	YHR022C-A	YHR022C-A	YHR022C-A			YHR022C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_48	II	490914	491118	+	13	NA	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	89	YBR126W-B	YBR126W-B	YBR126W-B			YBR126W-B			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_279	VII	1012028	1012386	+	13	NA	promoter-TSS (YGR260W)	protein_coding-promoter-TSS (YGR260W)	-278	YGR260W	YGR260W	YGR260W			TNA1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_299	VIII	209021	209420	+	13	NA	promoter-TSS (YHR050W-A)	protein_coding-promoter-TSS (YHR050W-A)	-255	YHR050W-A	YHR050W-A	YHR050W-A			YHR050W-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_127	IV	1251410	1251854	+	13	NA	promoter-TSS (YDR389W)	protein_coding-promoter-TSS (YDR389W)	-905	YDR389W	YDR389W	YDR389W			SAC7			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_101	IV	521089	521337	+	13	NA	promoter-TSS (YDR034C-A)	protein_coding-promoter-TSS (YDR034C-A)	-101	YDR034W-B	YDR034W-B	YDR034W-B			YDR034W-B			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_185	V	295087	295286	+	13	NA	promoter-TSS (YER069W)	protein_coding-promoter-TSS (YER069W)	-224	YER069W	YER069W	YER069W			ARG5,6			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_618	XVI	689587	689874	+	13	NA	promoter-TSS (YPR072W)	protein_coding-promoter-TSS (YPR072W)	165	tS(UGA)P	tS(UGA)P	tS(UGA)P			SUP16			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_249	VII	541600	541938	+	13	NA	promoter-TSS (YGR028W)	protein_coding-promoter-TSS (YGR028W)	-81	tE(UUC)G3	tE(UUC)G3	tE(UUC)G3			tE(UUC)G3			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_398	XII	131048	131524	+	13	NA	promoter-TSS (YLL008W)	protein_coding-promoter-TSS (YLL008W)	128	YLL009C	YLL009C	YLL009C			COX17			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_405	XII	281677	281902	+	13	NA	promoter-TSS (YLR073C)	protein_coding-promoter-TSS (YLR073C)	-168	YLR073C	YLR073C	YLR073C			RFU1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_49	II	504481	504748	+	13	NA	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-240	YBR135W	YBR135W	YBR135W			CKS1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_7	I	72561	73095	+	13	NA	TTS (YAL037C-A)	protein_coding-TTS (YAL037C-A)	472	YAL037C-B	YAL037C-B	YAL037C-B			YAL037C-B			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_551	XV	377970	378195	+	13	NA	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	-137	YOR025W	YOR025W	YOR025W			HST3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_409	XII	390469	390781	+	13	NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-355	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_616	XVI	664834	665108	+	13	NA	promoter-TSS (YPR049C)	protein_coding-promoter-TSS (YPR049C)	11	YPR051W	YPR051W	YPR051W			MAK3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_134	IV	1410417	1411494	+	13	NA	promoter-TSS (YDR475C)	protein_coding-promoter-TSS (YDR475C)	172	YDR476C	YDR476C	YDR476C			YDR476C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_384	XI	558364	559561	+	13	NA	promoter-TSS (YKR062W)	protein_coding-promoter-TSS (YKR062W)	404	snR42	snR42	snR42			snR42			snoRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_287	VIII	10727	11131	+	13	NA	promoter-TSS (YHL047C)	protein_coding-promoter-TSS (YHL047C)	-716	YHL047C	YHL047C	YHL047C			ARN2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_516	XIV	515068	515338	+	13	NA	promoter-TSS (YNL059C)	protein_coding-promoter-TSS (YNL059C)	-268	YNL059C	YNL059C	YNL059C			ARP5			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_451	XIII	51117	51409	+	13	NA	promoter-TSS (YML109W)	protein_coding-promoter-TSS (YML109W)	-309	YML110C	YML110C	YML110C			COQ5			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_407	XII	323221	323452	+	13	NA	promoter-TSS (YLR092W)	protein_coding-promoter-TSS (YLR092W)	-208	YLR092W	YLR092W	YLR092W			SUL2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_209	VI	49387	49609	+	13	NA	TTS (YFL041W-A)	protein_coding-TTS (YFL041W-A)	359	YFL041W	YFL041W	YFL041W			FET5			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_379	XI	439388	439636	+	13	NA	promoter-TSS (YKL001C)	protein_coding-promoter-TSS (YKL001C)	-127	YKL001C	YKL001C	YKL001C			MET14			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_383	XI	535523	535789	+	13	NA	promoter-TSS (YKR053C)	protein_coding-promoter-TSS (YKR053C)	-375	YKR053C	YKR053C	YKR053C			YSR3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_107	IV	693566	693973	+	13	NA	promoter-TSS (YDR120C)	protein_coding-promoter-TSS (YDR120C)	184	YDR121W	YDR121W	YDR121W			DPB4			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_170	V	99358	100502	+	13	NA	promoter-TSS (YEL027W)	protein_coding-promoter-TSS (YEL027W)	-203	tM(CAU)E	tM(CAU)E	tM(CAU)E			IMT4			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_395	XII	83879	84623	+	13	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-553	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_124	IV	1174434	1175038	+	13	NA	promoter-TSS (YDR349C)	protein_coding-promoter-TSS (YDR349C)	-560	YDR349C	YDR349C	YDR349C			YPS7			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_229	VII	159359	159585	+	13	NA	promoter-TSS (YGL180W)	protein_coding-promoter-TSS (YGL180W)	-593	YGL180W	YGL180W	YGL180W			ATG1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_50	II	539882	540085	+	13	NA	promoter-TSS (YBR149W)	protein_coding-promoter-TSS (YBR149W)	-4	YBR149W	YBR149W	YBR149W			ARA1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_565	XV	648531	649171	+	13	NA	promoter-TSS (YOR166C)	protein_coding-promoter-TSS (YOR166C)	156	YOR167C	YOR167C	YOR167C			RPS28A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_393	XII	21976	23339	+	13	NA	promoter-TSS (YLL058W)	protein_coding-promoter-TSS (YLL058W)	323	YLL059C	YLL059C	YLL059C			YLL059C			protein_coding
