# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "2" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam
Interval_1675	XV	552893	553144	+	252	2	1	13	4	1	13
Interval_1676	XV	558695	558895	+	201	1	2	9	1	5	10
Interval_1677	XV	577875	578526	+	652	4	4	33	4	4	37
Interval_1678	XV	579450	580095	+	646	4	9	21	5	9	23
Interval_1679	XV	584122	584385	+	264	2	1	11	2	2	11
Interval_1680	XV	586103	586752	+	650	5	7	25	7	7	27
Interval_1681	XV	592604	592918	+	315	3	7	13	4	8	16
Interval_1682	XV	605899	606606	+	708	5	8	30	5	10	33
Interval_1683	XV	609073	609354	+	282	0	3	15	0	4	17
Interval_1684	XV	611819	612019	+	201	2	1	11	2	2	12
Interval_1685	XV	618538	619647	+	1110	22	40	84	22	50	94
Interval_1686	XV	631803	632248	+	446	8	4	19	8	4	21
Interval_1687	XV	638644	639700	+	1057	18	31	100	18	31	106
Interval_1688	XV	648530	649300	+	771	6	9	14	8	9	19
Interval_1689	XV	653934	654206	+	273	2	6	14	3	7	16
Interval_1690	XV	656775	657120	+	346	2	1	15	2	1	15
Interval_1691	XV	661846	662273	+	428	5	2	9	5	3	13
Interval_1692	XV	663477	663919	+	443	7	2	12	7	3	13
Interval_1693	XV	670829	671449	+	621	13	21	60	13	21	68
Interval_1694	XV	673757	674034	+	278	7	5	19	7	5	21
Interval_1695	XV	678877	679290	+	414	10	15	42	11	15	45
Interval_1696	XV	682173	683913	+	1741	18	21	64	18	22	73
Interval_1697	XV	689408	689714	+	307	3	8	7	3	7	9
Interval_1698	XV	692155	692410	+	256	3	0	9	4	1	11
Interval_1699	XV	700843	701921	+	1079	4	4	44	4	5	50
Interval_1700	XV	716913	717222	+	310	1	1	13	1	1	11
Interval_1701	XV	721582	721755	+	174	0	2	2	0	4	2
Interval_1702	XV	742157	742813	+	657	19	17	36	21	18	41
Interval_1703	XV	745252	745640	+	389	0	0	13	1	0	11
Interval_1704	XV	755006	755359	+	354	3	0	19	3	0	19
Interval_1705	XV	761490	762701	+	1212	21	21	64	21	24	68
Interval_1706	XV	769698	770600	+	903	17	25	51	16	27	56
Interval_1707	XV	772287	772505	+	219	5	7	12	6	9	14
Interval_1708	XV	779438	780954	+	1517	51	47	84	54	46	96
Interval_1709	XV	781507	781744	+	238	3	4	15	3	3	16
Interval_1710	XV	795354	795575	+	222	0	1	9	0	1	10
Interval_1711	XV	796893	797399	+	507	5	13	43	6	14	52
Interval_1712	XV	813197	813837	+	641	1	1	8	1	1	11
Interval_1713	XV	816922	817176	+	255	3	2	9	3	5	11
Interval_1714	XV	818296	818664	+	369	0	4	14	0	4	17
Interval_1715	XV	825246	826416	+	1171	19	28	64	19	30	74
Interval_1716	XV	831990	832796	+	807	22	18	27	26	21	31
Interval_1717	XV	836528	837355	+	828	21	26	62	21	31	70
Interval_1718	XV	842067	842721	+	655	8	19	21	9	16	22
Interval_1719	XV	860430	861162	+	733	4	3	23	4	3	26
Interval_1720	XV	865974	867172	+	1199	27	28	54	33	32	58
Interval_1721	XV	877755	878286	+	532	15	26	41	16	31	47
Interval_1722	XV	881874	882550	+	677	27	33	66	27	34	73
Interval_1723	XV	891707	892291	+	585	6	10	26	6	12	31
Interval_1724	XV	898593	898998	+	406	1	0	11	1	0	11
Interval_1725	XV	901218	901656	+	439	19	14	34	21	17	39
Interval_1726	XV	903813	904470	+	658	26	24	33	25	26	35
Interval_1727	XV	908530	909187	+	658	16	32	79	21	29	85
Interval_1728	XV	911813	912776	+	964	22	39	56	23	40	61
Interval_1729	XV	915162	915852	+	691	4	3	21	5	3	23
Interval_1730	XV	925287	925503	+	217	1	3	11	1	6	12
Interval_1731	XV	931154	931873	+	720	14	11	43	14	11	48
Interval_1732	XV	943358	943665	+	308	3	3	15	4	5	19
Interval_1733	XV	948466	948704	+	239	0	2	2	0	4	3
Interval_1734	XV	949267	949676	+	410	3	9	14	3	9	15
Interval_1735	XV	965882	966321	+	440	7	1	2	8	2	4
Interval_1736	XV	967964	968642	+	679	14	15	48	13	16	55
Interval_1737	XV	978380	979623	+	1244	64	86	165	73	103	189
Interval_1738	XV	987283	989620	+	2338	92	128	269	93	146	290
Interval_1739	XV	1003138	1004478	+	1341	15	14	35	17	17	37
Interval_1740	XV	1006955	1007155	+	201	2	1	10	2	1	10
Interval_1741	XV	1009623	1010928	+	1306	6	16	36	7	13	41
Interval_1742	XV	1017723	1017923	+	201	1	0	6	1	0	5
Interval_1743	XV	1018774	1019467	+	694	6	6	26	6	6	28
Interval_1744	XV	1025687	1025922	+	236	1	2	12	2	2	11
Interval_1745	XV	1028753	1029009	+	257	4	3	12	5	3	15
Interval_1746	XV	1036569	1036769	+	201	1	2	8	1	3	12
Interval_1747	XV	1039198	1039778	+	581	8	8	37	7	11	38
Interval_1748	XV	1042727	1044626	+	1900	16	33	54	19	33	55
Interval_1749	XV	1049050	1049341	+	292	4	4	12	4	4	17
Interval_1750	XV	1050662	1050999	+	338	1	7	3	1	7	4
Interval_1751	XV	1059044	1059483	+	440	4	3	16	6	3	17
Interval_1752	XV	1060827	1061089	+	263	1	1	5	1	1	8
Interval_1753	XV	1064337	1065012	+	676	3	13	18	3	11	21
Interval_1754	XV	1084240	1084472	+	233	6	4	5	11	6	10
Interval_1755	XVI	6541	6915	+	375	4	6	5	8	10	12
Interval_1756	XVI	14493	14695	+	203	2	2	10	2	2	12
Interval_1757	XVI	22106	22854	+	749	14	10	21	16	12	22
Interval_1758	XVI	24581	24992	+	412	3	10	23	3	10	24
Interval_1759	XVI	29526	30423	+	898	10	8	27	10	8	27
Interval_1760	XVI	40186	40979	+	794	20	29	68	23	31	78
Interval_1761	XVI	52799	52999	+	201	1	5	6	1	7	7
Interval_1762	XVI	55887	56517	+	631	15	16	33	22	18	36
Interval_1763	XVI	66833	67812	+	980	14	18	42	15	20	48
Interval_1764	XVI	74863	75606	+	744	41	47	63	45	54	68
Interval_1765	XVI	76268	76707	+	440	20	22	38	22	28	51
Interval_1766	XVI	82085	82303	+	219	1	1	6	1	1	6
Interval_1767	XVI	88140	88457	+	318	4	9	6	4	9	7
Interval_1768	XVI	95229	95486	+	258	8	6	7	9	7	7
Interval_1769	XVI	96282	97259	+	978	4	6	30	5	6	33
Interval_1770	XVI	98794	100459	+	1666	5	22	44	6	24	46
Interval_1771	XVI	102645	102999	+	355	0	6	4	0	10	4
Interval_1772	XVI	105553	107085	+	1533	15	29	47	17	29	49
Interval_1773	XVI	108285	108686	+	402	7	14	24	8	13	25
Interval_1774	XVI	114225	115117	+	893	14	19	99	16	20	108
Interval_1775	XVI	118078	118382	+	305	7	4	9	7	4	8
Interval_1776	XVI	129744	130178	+	435	0	3	24	0	3	33
Interval_1777	XVI	132194	133097	+	904	15	17	60	15	17	68
Interval_1778	XVI	135527	135776	+	250	9	1	13	9	4	19
Interval_1779	XVI	150454	150654	+	201	1	1	8	1	1	9
Interval_1780	XVI	159567	159935	+	369	5	2	15	6	4	20
Interval_1781	XVI	163676	164056	+	381	8	4	19	9	4	22
Interval_1782	XVI	172690	173155	+	466	7	9	19	8	9	25
Interval_1783	XVI	174408	174876	+	469	4	2	4	8	2	8
Interval_1784	XVI	184374	184630	+	257	0	0	4	0	1	8
Interval_1785	XVI	187938	189115	+	1178	9	14	28	9	14	33
Interval_1786	XVI	195487	195892	+	406	0	2	17	1	3	18
Interval_1787	XVI	198581	198890	+	310	0	4	6	0	6	7
Interval_1788	XVI	202699	203250	+	552	8	4	21	9	5	21
Interval_1789	XVI	204930	205298	+	369	1	4	14	1	5	16
Interval_1790	XVI	207395	207999	+	605	5	10	22	5	11	25
Interval_1791	XVI	214307	215608	+	1302	60	67	146	68	73	162
Interval_1792	XVI	227420	228135	+	716	12	14	33	12	16	39
Interval_1793	XVI	246229	246926	+	698	4	7	24	4	7	23
Interval_1794	XVI	256944	257476	+	533	6	18	33	7	19	35
Interval_1795	XVI	259347	259605	+	259	0	2	13	0	2	15
Interval_1796	XVI	261166	261451	+	286	2	4	15	4	4	18
Interval_1797	XVI	264410	264973	+	564	2	3	29	2	3	33
Interval_1798	XVI	280035	280498	+	464	4	17	29	4	17	31
Interval_1799	XVI	281531	282071	+	541	16	29	50	16	31	52
Interval_1800	XVI	287089	287461	+	373	1	2	14	1	3	17
Interval_1801	XVI	292361	292573	+	213	0	0	10	0	1	11
Interval_1802	XVI	296485	297432	+	948	14	20	59	14	23	61
Interval_1803	XVI	299512	299805	+	294	1	0	15	1	1	15
Interval_1804	XVI	302778	303028	+	251	5	8	8	4	8	8
Interval_1805	XVI	308307	308507	+	201	3	7	6	3	7	8
Interval_1806	XVI	309679	310143	+	465	6	10	21	7	10	25
Interval_1807	XVI	328957	329292	+	336	7	8	5	7	7	8
Interval_1808	XVI	338795	340953	+	2159	35	60	145	37	66	149
Interval_1809	XVI	360066	360264	+	199	1	3	7	3	3	9
Interval_1810	XVI	364787	365097	+	311	1	4	10	1	3	17
Interval_1811	XVI	369224	369659	+	436	3	1	13	3	3	17
Interval_1812	XVI	370482	371024	+	543	6	8	23	6	9	27
Interval_1813	XVI	373292	373492	+	201	2	2	9	2	2	10
Interval_1814	XVI	378367	378896	+	530	15	20	36	17	20	39
Interval_1815	XVI	381202	381656	+	455	3	8	17	4	8	18
Interval_1816	XVI	404186	404688	+	503	12	16	34	12	17	36
Interval_1817	XVI	406113	406642	+	530	18	20	36	22	23	40
Interval_1818	XVI	408782	409179	+	398	5	6	29	6	8	35
Interval_1819	XVI	411569	412180	+	612	8	10	29	10	11	30
Interval_1820	XVI	425083	426192	+	1110	35	45	97	36	46	116
Interval_1821	XVI	431436	432828	+	1393	36	45	159	35	49	171
Interval_1822	XVI	444260	444539	+	280	1	2	13	1	2	15
Interval_1823	XVI	450812	451445	+	634	13	19	47	14	19	53
Interval_1824	XVI	453293	453962	+	670	10	21	52	10	25	62
Interval_1825	XVI	454961	455379	+	419	8	11	42	10	15	46
Interval_1826	XVI	463718	464255	+	538	2	8	19	5	9	20
Interval_1827	XVI	475482	476070	+	589	3	3	12	4	4	13
Interval_1828	XVI	480637	480821	+	185	1	1	3	2	2	6
Interval_1829	XVI	481922	482434	+	513	6	15	24	7	15	26
Interval_1830	XVI	491697	492026	+	330	7	2	22	8	2	19
Interval_1831	XVI	493118	493383	+	266	2	3	13	1	4	12
Interval_1832	XVI	497615	498040	+	426	7	6	39	11	5	43
Interval_1833	XVI	502314	503333	+	1020	30	39	118	30	48	127
Interval_1834	XVI	517154	517994	+	841	7	6	20	7	6	24
Interval_1835	XVI	519829	520708	+	880	11	17	46	12	19	47
Interval_1836	XVI	526667	527476	+	810	9	6	67	9	6	69
Interval_1837	XVI	534628	534915	+	288	1	3	11	1	3	14
Interval_1838	XVI	551772	552232	+	461	4	2	30	4	2	32
Interval_1839	XVI	566809	567212	+	404	7	6	30	7	6	33
Interval_1840	XVI	572247	572705	+	459	9	10	19	11	11	23
Interval_1841	XVI	581437	582201	+	765	11	16	20	12	17	21
Interval_1842	XVI	582859	583131	+	273	4	3	18	4	3	18
Interval_1843	XVI	586024	587551	+	1528	24	31	60	27	31	66
Interval_1844	XVI	588295	588558	+	264	1	0	15	1	0	14
Interval_1845	XVI	591269	591534	+	266	4	9	17	6	10	18
Interval_1846	XVI	593891	594266	+	376	3	5	18	3	5	20
Interval_1847	XVI	608345	608545	+	201	1	3	11	1	3	11
Interval_1848	XVI	614889	615187	+	299	1	1	8	0	1	10
Interval_1849	XVI	619207	620089	+	883	2	0	13	2	0	16
Interval_1850	XVI	622508	623339	+	832	3	7	13	3	9	17
Interval_1851	XVI	626974	627781	+	808	6	13	35	6	14	37
Interval_1852	XVI	641144	641893	+	750	36	42	95	38	43	123
Interval_1853	XVI	644991	645994	+	1004	20	48	126	23	53	140
Interval_1854	XVI	653543	654129	+	587	6	18	29	7	19	34
Interval_1855	XVI	656520	656949	+	430	3	7	12	5	8	15
Interval_1856	XVI	664798	665108	+	311	5	3	13	6	5	16
Interval_1857	XVI	665964	666282	+	319	5	3	15	5	3	17
Interval_1858	XVI	667326	667649	+	324	7	2	7	8	2	10
Interval_1859	XVI	673614	674187	+	574	5	6	11	7	7	13
Interval_1860	XVI	678439	679464	+	1026	29	39	101	33	43	108
Interval_1861	XVI	689506	689902	+	397	9	15	18	8	16	21
Interval_1862	XVI	694681	695560	+	880	12	20	48	13	22	48
Interval_1863	XVI	699988	700436	+	449	20	16	26	25	17	31
Interval_1864	XVI	701300	701469	+	170	4	6	3	3	8	4
Interval_1865	XVI	702170	702369	+	200	4	2	5	5	2	5
Interval_1866	XVI	719442	719714	+	273	5	6	10	7	5	12
Interval_1867	XVI	729645	729845	+	201	6	5	4	6	7	4
Interval_1868	XVI	731779	732276	+	498	15	9	29	18	10	35
Interval_1869	XVI	736881	737212	+	332	0	0	3	0	0	4
Interval_1870	XVI	739689	740126	+	438	1	5	15	1	7	16
Interval_1871	XVI	744035	744502	+	468	8	6	14	8	9	17
Interval_1872	XVI	751981	752334	+	354	2	9	8	2	9	9
Interval_1873	XVI	758404	758690	+	287	1	1	12	2	1	13
Interval_1874	XVI	769099	769299	+	201	3	5	6	4	6	7
Interval_1875	XVI	770621	771116	+	496	14	15	21	13	18	22
Interval_1876	XVI	775352	776076	+	725	13	16	26	13	19	29
Interval_1877	XVI	781771	781971	+	201	5	7	9	6	7	13
Interval_1878	XVI	785633	785941	+	309	8	5	10	9	7	9
Interval_1879	XVI	787614	788144	+	531	1	1	13	1	1	17
Interval_1880	XVI	789568	789967	+	400	5	5	19	7	5	24
Interval_1881	XVI	792331	792599	+	269	2	7	17	3	7	19
Interval_1882	XVI	794524	794976	+	453	11	22	42	17	26	49
Interval_1883	XVI	812545	813098	+	554	13	15	29	16	15	31
Interval_1884	XVI	821592	822734	+	1143	23	30	63	25	33	75
Interval_1885	XVI	828682	829573	+	892	24	34	110	27	36	118
Interval_1886	XVI	834209	834586	+	378	2	2	17	4	4	21
Interval_1887	XVI	840166	841546	+	1381	18	31	62	18	34	64
Interval_1888	XVI	855729	857298	+	1570	9	32	37	22	42	61
Interval_1889	XVI	860277	860890	+	614	7	18	50	7	20	63
Interval_1890	XVI	866520	866727	+	208	3	6	10	3	7	12
Interval_1891	XVI	870068	870568	+	501	1	11	15	1	10	14
Interval_1892	XVI	874718	875107	+	390	6	6	10	7	6	12
Interval_1893	XVI	876707	876976	+	270	0	2	6	1	1	11
Interval_1894	XVI	882862	883429	+	568	3	13	7	5	13	8
Interval_1895	XVI	885495	885695	+	201	0	0	7	0	0	9
Interval_1896	XVI	887745	887973	+	229	1	1	11	1	2	11
Interval_1897	XVI	899854	901978	+	2125	16	32	66	15	31	75
Interval_1898	XVI	919042	919242	+	201	1	4	8	1	4	9
Interval_1899	XVI	920898	921539	+	642	4	7	33	4	8	39
Interval_1900	XVI	927625	928940	+	1316	24	37	62	28	37	65
Interval_1901	XVI	930482	931026	+	545	7	5	14	7	6	16
Interval_1902	XVI	941820	942926	+	1107	18	13	28	24	22	37
