PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_374	X	337272	337494	+	23	NA	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	620	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_692	XVI	572446	572705	+	23	NA	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	306	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_613	XV	288222	288726	+	23	NA	promoter-TSS (YOL019W)	protein_coding-promoter-TSS (YOL019W)	54	YOL019W-A	YOL019W-A	YOL019W-A			YOL019W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_259	VII	122169	122569	+	23	NA	promoter-TSS (tK(CUU)G1)	tRNA-promoter-TSS (tK(CUU)G1)	100	tK(CUU)G1	tK(CUU)G1	tK(CUU)G1			tK(CUU)G1			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_229	V	544857	545412	+	23	NA	promoter-TSS (YER177W)	protein_coding-promoter-TSS (YER177W)	-477	YER177W	YER177W	YER177W			BMH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_550	XIV	57572	57771	+	23	NA	promoter-TSS (YNL306W)	protein_coding-promoter-TSS (YNL306W)	-98	YNL307C	YNL307C	YNL307C			MCK1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_630	XV	631884	632116	+	23	NA	promoter-TSS (YOR157C)	protein_coding-promoter-TSS (YOR157C)	-164	YOR158W	YOR158W	YOR158W			PET123			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_111	IV	562926	563125	+	23	NA	promoter-TSS (YDR054C)	protein_coding-promoter-TSS (YDR054C)	-502	YDR055W	YDR055W	YDR055W			PST1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_614	XV	304384	305034	+	23	NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-640	YOL011W	YOL011W	YOL011W			PLB3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_464	XII	450291	450644	+	23	NA	Intergenic	Intergenic	-1746	tQ(UUG)L	tQ(UUG)L	tQ(UUG)L			tQ(UUG)L			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_65	III	30503	30802	+	23	NA	promoter-TSS (YCL054W)	protein_coding-promoter-TSS (YCL054W)	-797	YCL054W	YCL054W	YCL054W			SPB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_474	XII	645455	646010	+	23	NA	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	221	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_585	XIV	642175	642470	+	23	NA	promoter-TSS (YNR009W)	protein_coding-promoter-TSS (YNR009W)	-368	YNR009W	YNR009W	YNR009W			NRM1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_397	XI	25849	26211	+	23	NA	TTS (YKL215C)	protein_coding-TTS (YKL215C)	815	YKL216W	YKL216W	YKL216W			URA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_558	XIV	174660	174859	+	23	NA	promoter-TSS (YNL250W)	protein_coding-promoter-TSS (YNL250W)	-444	YNL251C	YNL251C	YNL251C			NRD1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_635	XV	678878	679187	+	23	NA	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	160	YOR183W	YOR183W	YOR183W			FYV12			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_556	XIV	110588	110816	+	23	NA	promoter-TSS (YNL279W)	protein_coding-promoter-TSS (YNL279W)	-215	YNL279W	YNL279W	YNL279W			PRM1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_631	XV	638882	639506	+	23	NA	promoter-TSS (YOR161C)	protein_coding-promoter-TSS (YOR161C)	73	YOR161C-C	YOR161C-C	YOR161C-C			YOR161C-C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_285	VII	547265	547635	+	23	NA	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-150	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_300	VII	739085	739486	+	23	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	163	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_408	XI	146852	147115	+	23	NA	promoter-TSS (YKL162C-A)	protein_coding-promoter-TSS (YKL162C-A)	-909	YKL162C-A	YKL162C-A	YKL162C-A			YKL162C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_458	XII	410189	410514	+	23	NA	promoter-TSS (YLR134W)	protein_coding-promoter-TSS (YLR134W)	-372	YLR134W	YLR134W	YLR134W			PDC5			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_610	XV	259581	259836	+	23	NA	promoter-TSS (YOL034W)	protein_coding-promoter-TSS (YOL034W)	-215	YOL034W	YOL034W	YOL034W			SMC5			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_639	XV	769801	770456	+	22	NA	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-672	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_141	IV	1385772	1386092	+	22	NA	promoter-TSS (YDR461C-A)	protein_coding-promoter-TSS (YDR461C-A)	-141	YDR462W	YDR462W	YDR462W			MRPL28			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_629	XV	618735	619588	+	22	NA	promoter-TSS (YOR152C)	protein_coding-promoter-TSS (YOR152C)	-679	YOR153W	YOR153W	YOR153W			PDR5			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_666	XVI	95230	95486	+	22	NA	promoter-TSS (YPL242C)	protein_coding-promoter-TSS (YPL242C)	-249	YPL242C	YPL242C	YPL242C			IQG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_49	II	592819	593107	+	22	NA	promoter-TSS (YBR181C)	protein_coding-promoter-TSS (YBR181C)	-189	YBR181C	YBR181C	YBR181C			RPS6B			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_619	XV	443740	444177	+	22	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-427	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_251	VII	10092	10407	+	22	NA	promoter-TSS (YGL258W)	protein_coding-promoter-TSS (YGL258W)	-861	YGL258W	YGL258W	YGL258W			VEL1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_576	XIV	568052	568442	+	22	NA	TTS (YNL035C)	protein_coding-TTS (YNL035C)	132	tP(UGG)N2	tP(UGG)N2	tP(UGG)N2			tP(UGG)N2			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_439	XI	630332	630901	+	22	NA	promoter-TSS (YKR097W)	protein_coding-promoter-TSS (YKR097W)	-536	YKR097W	YKR097W	YKR097W			PCK1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_560	XIV	233821	234063	+	22	NA	promoter-TSS (YNL220W)	protein_coding-promoter-TSS (YNL220W)	-247	YNL221C	YNL221C	YNL221C			POP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_371	X	291159	291475	+	22	NA	promoter-TSS (YJL079C)	protein_coding-promoter-TSS (YJL079C)	-543	YJL079C	YJL079C	YJL079C			PRY1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_584	XIV	632574	632815	+	22	NA	promoter-TSS (tN(GUU)N2)	tRNA-promoter-TSS (tN(GUU)N2)	95	tN(GUU)N2	tN(GUU)N2	tN(GUU)N2			tN(GUU)N2			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_490	XII	875343	875542	+	22	NA	promoter-TSS (YLR377C)	protein_coding-promoter-TSS (YLR377C)	66	tK(UUU)L	tK(UUU)L	tK(UUU)L			tK(UUU)L			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_444	XII	22751	23359	+	22	NA	promoter-TSS (YLL058W)	protein_coding-promoter-TSS (YLL058W)	-75	YLL059C	YLL059C	YLL059C			YLL059C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_561	XIV	275988	276187	+	22	NA	promoter-TSS (YNL192W)	protein_coding-promoter-TSS (YNL192W)	-415	YNL192W	YNL192W	YNL192W			CHS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_304	VII	785487	786046	+	22	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-329	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_224	V	467743	468108	+	22	NA	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-445	YER150W	YER150W	YER150W			SPI1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_486	XII	827892	828327	+	22	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-236	YLR348C	YLR348C	YLR348C			DIC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_620	XV	462496	462740	+	22	NA	TTS (YOR072W)	protein_coding-TTS (YOR072W)	827	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_451	XII	232393	232827	+	22	NA	promoter-TSS (YLR043C)	protein_coding-promoter-TSS (YLR043C)	-597	YLR043C	YLR043C	YLR043C			TRX1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_47	II	564916	565280	+	22	NA	promoter-TSS (YBR162C)	protein_coding-promoter-TSS (YBR162C)	-133	YBR162W-A	YBR162W-A	YBR162W-A			YSY6			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_266	VII	205565	205764	+	22	NA	TTS (tL(CAA)G1)	tRNA-TTS (tL(CAA)G1)	143	tL(CAA)G1	tL(CAA)G1	tL(CAA)G1			tL(CAA)G1			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_687	XVI	497799	498040	+	22	NA	promoter-TSS (YPL028W)	protein_coding-promoter-TSS (YPL028W)	-177	YPL028W	YPL028W	YPL028W			ERG10			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_57	II	680380	681116	+	22	NA	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	386	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_91	IV	239753	240095	+	22	NA	promoter-TSS (YDL124W)	protein_coding-promoter-TSS (YDL124W)	-318	YDL125C	YDL125C	YDL125C			HNT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_29	II	251200	251526	+	22	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-347	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_305	VII	788259	788718	+	22	NA	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-543	YGR149W	YGR149W	YGR149W			YGR149W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_678	XVI	378396	378896	+	22	NA	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-251	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_632	XV	663548	663747	+	22	NA	TTS (YOR176W)	protein_coding-TTS (YOR176W)	238	tV(AAC)O	tV(AAC)O	tV(AAC)O			tV(AAC)O			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_387	X	623053	623631	+	22	NA	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-239	YJR105W	YJR105W	YJR105W			ADO1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_505	XIII	91074	91369	+	21	NA	promoter-TSS (YML091C)	protein_coding-promoter-TSS (YML091C)	188	YML089C	YML089C	YML089C			YML089C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_351	VIII	452300	452621	+	21	NA	promoter-TSS (YHR175W)	protein_coding-promoter-TSS (YHR175W)	-412	YHR175W	YHR175W	YHR175W			CTR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_308	VII	823485	823870	+	21	NA	promoter-TSS (YGR161C-C)	protein_coding-promoter-TSS (YGR161C-C)	195	tV(AAC)G2	tV(AAC)G2	tV(AAC)G2			tV(AAC)G2			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_482	XII	790049	790248	+	21	NA	promoter-TSS (YLR332W)	protein_coding-promoter-TSS (YLR332W)	-528	YLR332W	YLR332W	YLR332W			MID2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_158	IX	131890	132116	+	21	NA	promoter-TSS (YIL121W)	protein_coding-promoter-TSS (YIL121W)	-241	YIL121W	YIL121W	YIL121W			QDR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_551	XIV	62923	63412	+	21	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-224	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_284	VII	534915	535210	+	21	NA	promoter-TSS (YGR027C)	protein_coding-promoter-TSS (YGR027C)	-604	YGR027C	YGR027C	YGR027C			RPS25A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_323	VII	1050341	1050555	+	21	NA	promoter-TSS (YGR279C)	protein_coding-promoter-TSS (YGR279C)	-490	YGR279C	YGR279C	YGR279C			SCW4			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_203	V	241943	243057	+	21	NA	promoter-TSS (YER045C)	protein_coding-promoter-TSS (YER045C)	-680	YER046W	YER046W	YER046W			SPO73			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_543	XIII	861219	861934	+	21	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-346	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_265	VII	197192	197867	+	21	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-609	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_433	XI	535644	535843	+	21	NA	promoter-TSS (YKR053C)	protein_coding-promoter-TSS (YKR053C)	-462	YKR053C	YKR053C	YKR053C			YSR3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_108	IV	539486	539685	+	21	NA	promoter-TSS (YDR041W)	protein_coding-promoter-TSS (YDR041W)	-218	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_628	XV	522599	522899	+	21	NA	promoter-TSS (YOR108W)	protein_coding-promoter-TSS (YOR108W)	-278	YOR108W	YOR108W	YOR108W			LEU9			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_472	XII	628400	628599	+	21	NA	TTS (YLR246W)	protein_coding-TTS (YLR246W)	116	tL(CAA)L	tL(CAA)L	tL(CAA)L			tL(CAA)L			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_580	XIV	602555	602754	+	21	NA	promoter-TSS (YNL016W)	protein_coding-promoter-TSS (YNL016W)	-178	YNL017C	YNL017C	YNL017C			YNL017C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_676	XVI	328958	329157	+	21	NA	promoter-TSS (YPL116W)	protein_coding-promoter-TSS (YPL116W)	-327	YPL117C	YPL117C	YPL117C			IDI1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_380	X	413517	413716	+	21	NA	promoter-TSS (YJL012C)	protein_coding-promoter-TSS (YJL012C)	-217	YJL012C	YJL012C	YJL012C			VTC4			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_292	VII	649018	649217	+	21	NA	promoter-TSS (YGR084C)	protein_coding-promoter-TSS (YGR084C)	-210	YGR085C	YGR085C	YGR085C			RPL11B			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_290	VII	609246	610524	+	21	NA	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	301	snR48	snR48	snR48			snR48			snoRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_152	IV	1517998	1518227	+	21	NA	promoter-TSS (YDR540C)	protein_coding-promoter-TSS (YDR540C)	-437	YDR540C	YDR540C	YDR540C			IRC4			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_197	V	174768	174967	+	20	NA	promoter-TSS (YER011W)	protein_coding-promoter-TSS (YER011W)	-381	YER011W	YER011W	YER011W			TIR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_164	IX	197630	197829	+	20	NA	TTS (YIL088C)	protein_coding-TTS (YIL088C)	137	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_180	IX	394859	395184	+	20	NA	promoter-TSS (PWR1)	ncRNA-promoter-TSS (PWR1)	104	YIR020W-A	YIR020W-A	YIR020W-A			YIR020W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_56	II	668184	668752	+	20	NA	promoter-TSS (YBR222C)	protein_coding-promoter-TSS (YBR222C)	-117	YBR222C	YBR222C	YBR222C			PCS60			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_522	XIII	347098	347644	+	20	NA	promoter-TSS (YMR037C)	protein_coding-promoter-TSS (YMR037C)	-854	YMR037C	YMR037C	YMR037C			MSN2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_261	VII	152864	153063	+	20	NA	promoter-TSS (YGL186C)	protein_coding-promoter-TSS (YGL186C)	-187	YGL186C	YGL186C	YGL186C			TPN1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_513	XIII	224016	224215	+	20	NA	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-287	YML026C	YML026C	YML026C			RPS18B			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_106	IV	524986	525211	+	20	NA	promoter-TSS (YDR036C)	protein_coding-promoter-TSS (YDR036C)	-342	YDR037W	YDR037W	YDR037W			KRS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_401	XI	93482	93945	+	20	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-415	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_389	X	646532	646731	+	20	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-141	YJR119C	YJR119C	YJR119C			JHD2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_230	V	558954	559257	+	20	NA	promoter-TSS (YER184C)	protein_coding-promoter-TSS (YER184C)	-349	YER185W	YER185W	YER185W			PUG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_529	XIII	463478	463677	+	20	NA	promoter-TSS (YMR098C)	protein_coding-promoter-TSS (YMR098C)	23	tD(GUC)M	tD(GUC)M	tD(GUC)M			tD(GUC)M			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_115	IV	636119	636478	+	20	NA	promoter-TSS (YDR096W)	protein_coding-promoter-TSS (YDR096W)	229	YDR095C	YDR095C	YDR095C			YDR095C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_419	XI	280264	280465	+	20	NA	promoter-TSS (YKL083W)	protein_coding-promoter-TSS (YKL083W)	-145	YKL084W	YKL084W	YKL084W			HOT13			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_228	V	522924	523123	+	20	NA	promoter-TSS (YER168C)	protein_coding-promoter-TSS (YER168C)	-346	YER169W	YER169W	YER169W			RPH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_626	XV	514650	515026	+	20	NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-406	YOR101W	YOR101W	YOR101W			RAS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_448	XII	92542	92764	+	20	NA	TTS (tP(UGG)L)	tRNA-TTS (tP(UGG)L)	105	tP(UGG)L	tP(UGG)L	tP(UGG)L			tP(UGG)L			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_221	V	430930	431363	+	20	NA	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	74	snR52	snR52	snR52			snR52			snoRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_94	IV	330407	331014	+	20	NA	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-263	YDL072C	YDL072C	YDL072C			YET3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_204	V	268432	268963	+	20	NA	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-584	YER056C	YER056C	YER056C			FCY2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_420	XI	302853	303187	+	20	NA	TTS (tW(CCA)K)	tRNA-TTS (tW(CCA)K)	102	tW(CCA)K	tW(CCA)K	tW(CCA)K			tW(CCA)K			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_562	XIV	281525	282051	+	20	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-607	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_177	IX	384199	384471	+	20	NA	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-216	YIR017C	YIR017C	YIR017C			MET28			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_423	XI	327620	328302	+	20	NA	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-474	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_686	XVI	491730	491929	+	20	NA	promoter-TSS (YPL032C)	protein_coding-promoter-TSS (YPL032C)	-465	YPL032C	YPL032C	YPL032C			SVL3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_704	XVI	744273	744472	+	20	NA	promoter-TSS (YPR109W)	protein_coding-promoter-TSS (YPR109W)	88	tT(UGU)P	tT(UGU)P	tT(UGU)P			tT(UGU)P			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_22	II	159612	159970	+	19	NA	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-98	YBL033C	YBL033C	YBL033C			RIB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_296	VII	702696	703196	+	19	NA	promoter-TSS (YGR108W)	protein_coding-promoter-TSS (YGR108W)	279	YGR107W	YGR107W	YGR107W			YGR107W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_468	XII	504027	504351	+	19	NA	promoter-TSS (YLR174W)	protein_coding-promoter-TSS (YLR174W)	-402	YLR174W	YLR174W	YLR174W			IDP2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_435	XI	578311	578510	+	19	NA	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	97	YKR073C	YKR073C	YKR073C			YKR073C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_240	VI	162212	162574	+	19	NA	promoter-TSS (YFR009W)	protein_coding-promoter-TSS (YFR009W)	-95	YFR009W	YFR009W	YFR009W			GCN20			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_707	XVI	785634	785939	+	19	NA	promoter-TSS (YPR124W)	protein_coding-promoter-TSS (YPR124W)	-422	YPR124W	YPR124W	YPR124W			CTR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_430	XI	439437	439636	+	19	NA	promoter-TSS (YKL001C)	protein_coding-promoter-TSS (YKL001C)	-151	YKL001C	YKL001C	YKL001C			MET14			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_339	VIII	227188	227443	+	19	NA	promoter-TSS (YHR064C)	protein_coding-promoter-TSS (YHR064C)	-174	YHR064C	YHR064C	YHR064C			SSZ1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_225	V	474684	474883	+	19	NA	promoter-TSS (YER152C)	protein_coding-promoter-TSS (YER152C)	22	YER153C	YER153C	YER153C			PET122			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_634	XV	673835	674034	+	19	NA	TTS (YOR180C)	protein_coding-TTS (YOR180C)	1233	YOR180C	YOR180C	YOR180C			DCI1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_599	XV	92946	93411	+	19	NA	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-328	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_524	XIII	362846	363196	+	19	NA	promoter-TSS (YMR045C)	protein_coding-promoter-TSS (YMR045C)	-43	tH(GUG)M	tH(GUG)M	tH(GUG)M			tH(GUG)M			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_489	XII	839395	839804	+	19	NA	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-346	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_671	XVI	188659	188939	+	19	NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-286	YPL189C-A	YPL189C-A	YPL189C-A			COA2			protein_coding
